id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,median_home_price,latitude,longitude,type,viz,plans,sqm_ranges,median_u_price,desc,desc_en
356,Kampa AG,Kampa AG,"Gewerbepark 18, 91567 Herrieden, Germany",Germany,DEU,Bavaria,https://www.kampa.de/,https://www.kampa.de/kataloge/,22,,,wood,,,49.2419,10.5038,homes,"[""https://www.kampa.de/kataloge/&#39;https://a.storyblok.com/f/323823/1000x1500/5ee94d1118/concept2-garden-vertical.jpg/m/500x0/filters:format(webp""]",,,,"KAMPA steht für nachhaltige Architektur, gesundes Wohnen & intelligentes Design. Bauen Sie mit Anspruch – für ein Zuhause, das Zukunft möglich macht.","KAMPA stands for sustainable architecture, healthy living and intelligent design. Build with standards – for a home that makes the future possible."
358,Fertighaus Weiss,Fertighaus WEISS GmbH,"Haller Straße 196, 74523 Schwäbisch Hall, Germany",Germany,DEU,Saxony-Anhalt,https://www.fertighaus-weiss.de,,158,,,wood,,,49.1051706,9.6972801,homes,"[""https://fertighaus-weiss.de/wp-content/uploads/2022/03/Siegel_Energiesparen_Silber.jpg"",""https://fertighaus-weiss.de/wp-content/uploads/2022/11/Siegel_Luxus_Silber.jpg"",""https://fertighaus-weiss.de/wp-content/uploads/2026/02/TdoT_Kinder-ohneContainer-1-scaled.jpg"",""https://fertighaus-weiss.de/wp-content/uploads/2022/04/Fertighaus-Bauhaus-Haus-Haberstumpf.jpg"",""https://fertighaus-weiss.de/wp-content/uploads/2022/06/Fertighaus-WEISS-Mitarbeiterfoto.jpg""]",,,,"Fertighaus WEISS plant und baut Fertighäuser auf höchstem Qualitätsniveau. Einzigartig, nachhaltig &amp; smart. Jetzt unverbindlich informieren!","PREFABRICATED HOUSE WEISS plans and builds prefabricated houses of the highest quality. Unique, sustainable & smart. Get information now without obligation!"
362,Künzli Holz AG,Künzli Holz AG,"Schützenstrasse 1, 8355 Aadorf, Thurgau, Switzerland",Switzerland,CHE,Thurgau,https://www.kuenzli.ch/,https://www.kuenzli.ch/ideengalerie,48,,,wood,,,47.4925,8.9013,homes,,,,,Home Gartengestaltung Gartenpflege Gartenplanung Gartenbewässerung Ideengalerie Firma Firmenportrait Team Referenzen Kontakt Schnupperlehre mail@kuenzli. ch +41 33 823 44 04 Garten pflegen Für alle Ansprüche Mehr... Garten planen Von Anfang an dabei Mehr... Garten gestalten So individuell Mehr... Garten bewässern Für optimales Wachstum Mehr... Gartengestaltung Lassen Sie Ihre individuelle Ruheoase Wirklichkeit werden.,Home Garden design Garden care Garden planning Garden irrigation Gallery of ideas Company Company portrait Team References Contact Trial apprenticeship mail@kuenzli. ch +41 33 823 44 04 Caring for the garden For all requirements More... Planning the garden Involved right from the start More... Designing the garden So individual More... Watering the garden For optimal growth More... Garden design Make your individual oasis of peace a reality.
363,Tschopp Holzbau,Tschopp Holzbau AG,"Werkstrasse 4, 6102 Malters, Luzern, Switzerland",Switzerland,CHE,Lucerne,https://www.tschopp-holzbau.ch,https://www.tschopp-holzbau.ch/1/Angebote,8,,,wood,,,47.0411,8.1817,homes,"[""https://www.tschopp-holzbau.ch/w_resp/cgi-bin/sitegalerie/full_80820864_am%20Aabach%20komprimiert.jpg"",""https://www.tschopp-holzbau.ch/w_resp/cgi-bin/sitegalerie/full_97182863_Bucher%20Monika%20und%20Roland%20Hochdorf%20Ersatzneubau%20EFH%208053_4.jpg""]","[""https://www.tschopp-holzbau.ch/w_resp/allgemein/images/layout/t_holzbau_gross.png"",""https://www.tschopp-holzbau.ch/w_resp/allgemein/images/layout/t_holzbau.png""]",,,"Pers�nlich. Erfahren. Ideenreich.
Herzlich willkommen
Schl�gt Ihr Herz f�r Holz? Unseres auch. Denn Holz ist unsere Berufung. Tschopp Holzbau AG ist Ihr Partner f�r hochwertigen Holzbau. Wir setzen auf eine nachhaltige Bauweise, individuelle Gesamtl�s","Personally. Experience. Full of ideas.
Welcome
Does your heart beat for wood? Ours too. Because wood is our calling. Tschopp Holzbau AG is your partner for high-quality timber construction. We rely on sustainable construction and individual overall solutions"
364,Stalder Holzbau AG,Stalder Holzbau AG,"Grossmatte 5, 6212 Kaltbach, Switzerland",Switzerland,CHE,Lucerne,https://www.stalder-holzbau.ch/,https://www.stalder-holzbau.ch/Galerie.htm,,,,wood,,,47.1816,8.0332,homes,,,,,"Zusammen mit unserem Team wollen wir voran gehen, im Glauben, das der Holzbau in unserem Land noch mehr an Unterst&uuml;tzung gewinnt und wir somit unseren Beitrag an die Erhaltung unseres sch&ouml;nen Planeten leisten k&ouml;nnen.","Together with our team, we want to move forward in the belief that timber construction will gain even more support in our country and that we can therefore make our contribution to the preservation of our beautiful planet."
365,Holzbau Schmid AG,Holzbau Schmid AG,,Switzerland,CHE,Aargau,https://www.holzbau-schmid.ch/,,,,,wood,,,47.3984976,8.2171512,panels,,,,,"Willkommen bei
Schmid &amp; Co Holzbau AG Günsberg

Seit anfangs April 2011 befindet sich unser Geschäft wieder in Günsberg.

Bei uns erwartet Sie ein umfassender Service. Wir möchten Ihnen mit unserer Erfahrung, der Qualität unserer Produkte und mit unserer Arbeit gerne zur Seite stehen, damit Sie Ihre individuellen Wünsche und Vorstellungen verwirklichen können.     


		.easyhtml5video {","Welcome to
Schmid & Co Holzbau AG Günsberg

Our shop has been in Günsberg again since the beginning of April 2011.

You can expect a comprehensive service from us. We would like to support you with our experience, the quality of our products and our work so that you can realize your individual wishes and ideas.     


		.easyhtml5video {"
368,Nordbohus,Nordbohus AS,"Industriveien 1, 7072 Heimdal, Norway",Norway,NOR,Trøndelag,https://www.nordbohus.no,https://www.nordbohus.no/huskatalog,17,70,250,steel,219824,343024,63.3554,10.3571,homes,"[""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/265fe8e73c8eb08d84489b4a5e231b012e3badaf-2515x2000.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format""]","[https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/c102a7b11501cfd2c6818105cd97833ea7281067-1280x732.png?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/1c82fa9546ba1f8af3ae8cc86e9f0a1c6398b3e9-1920x727.jpg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/e001afb289943a0480ee02366103cc7a1df8917c-1057x705.jpg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/265fe8e73c8eb08d84489b4a5e231b012e3badaf-2515x2000.jpg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/64c5b8f2ee5ad66c5e3c0548d607c9c97138309f-1200x899.jpg?w=3840&q=75&fit=clip&auto=format]","[70,250]",2144,"Vi er en av Norges største boligleverandører. Enten du foretrekker det tradisjonelle, det moderne eller det herskapelige, har vi et hus som passer for deg.","We are one of Norway's largest housing suppliers. Whether you prefer the traditional, the modern or the stately, we have a house to suit you."
369,Mesterhus,Mestergruppen AS,"Rosenholmveien 25, 1414 Trollåsen, Norway",Norway,NOR,Viken,https://www.mesterhus.no,https://www.mesterhus.no/hus,33,80,300,wood,2000000,5700000,59.8303,10.8067,homes,"[""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/9acf73a65ac4c8ad03aa2d8a78355db827faa49c-1920x1080.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/2a0a71504b2c12f4278e6d24bd6bca7045864c6b-1670x800.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/881af9674c36f221a58f05517a98370ada8e1df6-1670x800.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/62dcdfa661a1b7ee4cb89499436e70a49ff0e7cb-4500x3214.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/899d38f4249e1d494f4166a85fe6f0aae38fe009-3500x2475.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format""]",,"[80,300]",30000,Bygge nytt hus eller bygge om? Mesterhus bygger hus og hytter over hele landet. Mesterhus har over 50 års erfaring og dyktige håndverkere som hjelper deg å realisere boligdrømmen.,Building a new house or remodeling? Mesterhus builds houses and cabins all over the country. Mesterhus has over 50 years of experience and skilled craftsmen who help you realize your dream home.
370,Systemhus,Mestergruppen AS,"Nils Hansens vei 2, 0667 Oslo, Norway",Norway,NOR,Oslo,https://www.systemhus.no,https://www.systemhus.no/hus,48,90.1,94.7,steel,307120,358160,59.917,10.8479,homes,"[""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/217d6c3dc0eb93f26e97c7be6ea7b9d77026426f-1920x1080.webp?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/42f8b84abf73b972ec5af610d9298d149f93b909-1920x1080.webp?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/e0ae21dadc1a22d673fcb242015243d84a1a55a9-1920x1080.webp?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/50a8bc7437708e7b0a676ab8b986e67535cd4758-4000x2500.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/3de673e093e65569b941a422ee91f9d898523a52-1920x1080.webp?w=3840&amp;q=75&amp;fit=clip&amp;auto=format""]","[https://cdn.sanity.io/images/q2buvpwa/systemhus-production/fd8edd701c7a73f901c10efc12f048e677960087-960x540.webp?w=3840&q=75&fit=max&auto=format, https://cdn.sanity.io/images/q2buvpwa/systemhus-production/2e82de9e8c1227e2f456809743bf12d4384ba3b2-1600x900.png?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/systemhus-production/c0430bff1c9bfc49fbccefdd75667f5aec519e7d-1600x1000.jpg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/systemhus-production/f379afad65dee2c27fd1c7d58ab8e8249e89cb02-2625x1627.webp?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/systemhus-production/c6591c13eedd3dcac38d1422ccd5f80e62724071-1600x1199.webp?w=3840&q=75&fit=clip&auto=format]","[90.1,94.7]",3876,"Funkishus, moderne hus, eneboliger, leiligheter, rekkehus eller flotte arkitekttegnede boliger, Systemhus kan hjelpe deg.","Funky houses, modern houses, detached houses, apartments, terraced houses or beautiful architect-designed homes, Systemhus can help you."
371,Hedalm Anebyhus,Hedalm Anebyhus AS,"Industrivegen 6, 2335 Stange, Norway",Norway,NOR,Innlandet,https://www.hedalm-anebyhus.no,https://www.hedalm-anebyhus.no/huskatalog/,23,50,250,steel,2000000,4500000,60.7189,11.1845,homes,,,"[50,250]",30000,"Hos oss får du ferdighus til fastpris! Vi har 20 nøkkelferdige og prisgunstige hus, og gir deg prisen på forhånd – ferdig snakket. Last ned huskatalogen her!","With us, you get a ready-made house at a fixed price! We have 20 turnkey and affordable houses, and give you the price in advance - done talking. Download the house catalog here!"
372,Blink Hus,Blink Hus AS,"Elias Smiths vei 24, 1337 Sandvika, Norway",Norway,NOR,Viken,https://www.blinkhus.no,https://www.blinkhus.no/hus,51,44.5,243.5,steel,2500000,4320000,59.8871,10.5256,homes,"[""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/b76621c585939acf0eab6cdbf55f3e438d71ce01-2752x1536.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/e6f28bfbdfaf50e9ef15cba6f200046b30317a4e-8640x5760.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/15fb569d097021e0d2601bae504401edfa2d4e65-1920x1047.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/a8412929744cd376615633e62bf295002e9a95c6-3840x3072.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format"",""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/864dac24d26af454f2c744e289cdf54e64bbb6b5-1920x1081.jpg?w=3840&amp;q=75&amp;fit=clip&amp;auto=format""]","[https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/3022020978afb0cb71fc2ca013221bb64dbe247b-228x100.svg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/84ee4bb069962f4a7c0bc3f710a583252aae023d-228x100.svg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/3e4592ecabc086176e84d58228d4a1a94c4f0720-228x100.svg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/c697f1c84c7decefceb28df79e68aaebf84f72c5-228x100.svg?w=3840&q=75&fit=clip&auto=format, https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/873b84e805e0b2eac3150d4c5ff5faf089fe19a3-228x100.svg?w=3840&q=75&fit=clip&auto=format]","[44.5,243.5]",30000,"Blink Hus skal gjøre det enklere for deg å bygge hus eller hytte. Vi har hus og hytter i moderne, herskapelig og tradisjonell stil.","Blink Hus will make it easier for you to build a house or cabin. We have houses and cottages in modern, stately and traditional style."
373,BoligPartner,BoligPartner AS,"Hamarveien 10, 2613 Lillehammer, Norway",Norway,NOR,Innlandet,https://boligpartner.no,https://boligpartner.no/huskatalog,32,50,250,steel,1500000,3750000,61.1135,10.4526,homes,"[""https://boligpartner-cdn.imgix.net/uploads/boligpartner/7ZSVCCrqwLttSbgTGyi5XXP7kOAgVGCULS8VzDJq.jpg?w=2048&amp;fit=crop&amp;crop=focalpoint&amp;fp-debug=0&amp;ar=&amp;fp-x=0.5&amp;fp-y=0.5&amp;fp-z=1&amp;auto=format"",""https://boligpartner-cdn.imgix.net/uploads/boligpartner/w1trsqNZnE2ImmnDv0hi2zcHbS2hddhSuN04sDeA.jpg?w=2048&amp;fit=crop&amp;crop=focalpoint&amp;fp-debug=0&amp;auto=format""]",,"[50,250]",25000,VI bygger hus og hytter. BoligPartner er en erfaren boligbygger. Kjøp nytt ferdighus av oss. Vi har 30 års erfaring fra boligbransjen,WE build houses and cabins. BoligPartner is an experienced home builder. Buy a new prefabricated house from us. We have 30 years of experience from the housing industry
374,Norgeshus,Norgeshus AS,"Stammavegen 2, 7224 Melhus, Norway",Norway,NOR,Trøndelag,https://www.norgeshus.no,https://www.norgeshus.no/bestill-katalog,27,50,250,wood,1000000,4500000,63.2851,10.2829,homes,,,"[50,250]",30000,"Norgeshus bygger hjem for framtiden – trygge, moderne og tilpasset ditt liv. Se våre kataloghus, eller la oss skape ditt drømmehjem sammen!","Norgeshus builds homes for the future - safe, modern and adapted to your life. See our catalog houses, or let's create your dream home together!"
375,Ferdighus,Ferdighus AS,"Null address available, Norway",Norway,NOR,Nord-Norge,https://www.ferdighus.no,https://www.ferdighus.no/vare-ferdighus/ferdighus-kolleksjon/,76,,,wood,,,68.1633439,15.2994537,homes,,[https://www.ferdighus.no/crop.php?source=images/2022/05/storala_interiar_final_2fef.jpg&position=center&width=1170&height=550&quality=95&cache],,,"Husprodusenten for Nord-Norge. V�re hus, hytter og garasjer er sv�rt fleksible, og vi bygger etter kundens �nsker og behov! Vi har flere oppdrag i blant annet Troms�, Harstad, S�rreisa, Senja, M�lselv, og Bardu.","The house producer for Northern Norway. Our houses, cabins and garages are very flexible, and we build according to the customer's wishes and needs! We have several assignments in Troms�, Harstad, S�rreisa, Senja, M�lselv and Bardu, among others."
376,OBOS Block Watne,OBOS Block Watne AS,"Hammersborg Torg 1, 0179 Oslo, Norway",Norway,NOR,Oslo,https://obosblockwatne.no,,17,60,200,steel,2500000,4550000,59.917984,10.752398,homes,"[""https://cdn.sanity.io/images/tq6w17ny/prod/d793ad1599335d74d2743b1f4bdb915587149951-7839x5226.jpg?w=3840&amp;h=2560&amp;auto=format&amp;fit=min"",""https://cdn.sanity.io/images/tq6w17ny/prod/8b1fd9e0c289fd8d7e1dfd41d3c2bfa00bac6cad-2048x1366.jpg?w=3840&amp;h=2561&amp;auto=format&amp;fit=min"",""https://cdn.sanity.io/images/tq6w17ny/prod/efb3b1ed1edd9280846629f85d95bd0c7ff9702f-1280x700.jpg?w=3840&amp;h=2100&amp;auto=format&amp;fit=min"",""https://cdn.sanity.io/images/tq6w17ny/prod/f6d0f11c843eacf02b4d75b9cbfc10c73d8ef2d3-3456x2304.jpg?w=3840&amp;h=2560&amp;auto=format&amp;fit=min""]",,"[60,200]",35000,"Å kjøpe bolig er et stort steg. OBOS Block Watne har lang erfaring og bygger hver bolig fra grunnen av, slik at du skal få det godt i ditt nye hjem.","Buying a home is a big step. OBOS Block Watne has extensive experience and builds each home from scratch, so that you will feel comfortable in your new home."
377,Älvsbyhus Norge,Älvsbyhus Norge AS,"Rosenholmveien 25, 1414 Trollåsen, Norway",Norway,NOR,Viken,https://www.alvsbyhus.no,https://www.alvsbyhus.no/bygge-hus/bestill-huskatalog/,136,107,192,steel,183000,325910,59.8352,10.8086,homes,,"[""https://www.alvsbyhus.no/contentassets/5a8819d2d89f4c5f9c5a4222ce51ee3d/samarbetspartners/plannja_black.png""]","[107,192]",2180,"Velkommen til &#xC4;lvsbyhus! V&#xE5;re ferdighus har stor fleksibilitet, bygges innend&#xF8;rs i egen fabrikk og monteres raskt p&#xE5; byggeplass. Finn ditt nye hus her!","Welcome to Älvsbyhus! Our prefabricated houses have great flexibility, are built indoors in our own factory and quickly assembled on site. Find your new house here!"
378,Hus1 Norge,Hus1 Norge AS,"Industriveien 8, 1481 Hagan, Norway",Norway,NOR,Akershus,https://www.hus1norge.no,https://www.hus1norge.no/kataloger,5,60,200,steel,2000000,3250000,60.0111,10.876,homes,,,"[60,200]",25000,"Da den gamle verneverdige gammelstuen p&aring; Hanestad i Rendalen ble totalskadet i en brann, m&aring;tte eierne finne et solid og storsl&aring;tt hus de kunne bygge som en erstatning for det som uerstattelig var.","When the old conservation-worthy old house at Hanestad in Rendalen was completely damaged in a fire, the owners had to find a solid and magnificent house they could build as a replacement for what was irreplaceable."
380,Rindalshytter,,,Norway,NOR,Trøndelag,https://rindalshytter.no/,https://www.rindalshytter.no/hyttekatalog/,114,,,wood,,,63.0479137,9.2135669,homes,,,,,"Bygg din drømmehytte med Rindalshytter – Vi har bygget hytter siden 1964. Norske kvalitets­hytter, tilpasset fjell, vidde og sjø. Utforsk våre hyttemodeller!","Build your dream cabin with Rindalshytter - We have been building cabins since 1964. Norwegian quality cabins, adapted to mountains, plains and sea. Explore our cabin models!"
381,Hedda Hytter,Hedda Hytter AS,"Industriveien 1, 2580 Folldal, Norway",Norway,NOR,Innlandet,https://www.hedda.no,https://www.hedda.no/2023/01/27/anneks-og-uthus/,56,47,154,wood,1200000,3015000,61.0995,9.9998,homes,"[""https://www.hedda.no/wp-content/uploads/2023/01/hedda_tun_vinter.jpg"",""https://www.hedda.no/wp-content/uploads/2023/01/Hedda-Host-83-1.jpg""]",,"[47,154]",30000,"Illustrasjonsbilder &#8211; bildene vil avvike fra nevnt hyttemodell Last ned våre kataloger Bli bedre kjent med HEDDA og HEDVIG, og planlegg din","Illustrative images - the images will differ from the mentioned cabin model Download our catalogs Get to know HEDDA and HEDVIG better, and plan your"
383,Element Nor,Element Nor AS,"Rosenholmveien 25, 1414 Trollåsen, Norway",Norway,NOR,Viken,https://www.elementnor.no,,,,,concrete,,,59.8336,10.803,panels,"[""https://elementnor.no/wp-content/uploads/2015/02/asd-1030x798.jpg"",""https://elementnor.no/wp-content/themes/enfold/images/background-images/grunge-big-light.png""]",,,,Fremtidens byggeplass med prefabrikkerte betongelementer som Bjelker Tak og dekker Vegger og fasader Trapper og repos Søyler Svalganger Balkonger Pæler og fundamenter Knutepunkter Kaianlegg,The construction site of the future with prefabricated concrete elements such as beams Roofs and decks Walls and facades Stairs and landings Columns Corridors Balconies Piles and foundations Junction points Quays
385,Húsasmiðjan,Húsasmiðjan hf.,"Skútuvogur 8, 104 Reykjavík, Iceland",Iceland,ISL,Reykjavíkurborg,https://www.husa.is,https://www.husa.is/lendingarsidur/serlausnir/l-fullbuin-hus/,32,,,wood,,,64.138049,-21.848653,homes,"[""https://www.husa.is/media/abmmael1/fullb2.jpg?anchor=center&amp;mode=crop&amp;width=2000&amp;height=700&amp;rnd=133595607040000000"",""https://www.husa.is/media/bnvmu1v0/fullb1.jpg?anchor=center&amp;mode=crop&amp;width=2000&amp;height=700&amp;rnd=133595607040000000""]",,,,"Fallegra heimili &#xED; febr&#xFA;ar Málning, parket, verkfæri, hreingerningavörur og margt fleira fyrir heimili á frábæru verði í febrúar Febr&#xFA;arbla&#xF0; S&#xE9;rlausnir Kynntu þér sérlausnir okkar hér Sko&#xF0;a s&#xE9;rlausnir MITT R&#xDD;MI Breyttu lit á veggjum og prófaðu nýtt parket með einum smelli MITT R&#xDD;MI Fullb&#xFA;in h&#xFA;s Afhendast fullkláruð að innan og utan Sko&#xF0;a n&#xE1;nar Framkv&#xE6;mdakj&#xF6;r Ertu á leið í framkvæmdir heima?","A more beautiful home in February Paint, parquet, tools, cleaning products and much more for the home at a great price in February February issue Special solutions Find out about our special solutions here View special solutions MY SPACE Change the color of the walls and try a new parquet with one click MY SPACE Complete houses Delivered completely finished inside and out View more Construction rates Are you on your way to construction at home?"
386,Límtré Vírnet,Límtré Vírnet hf.,"Gylfaflöt 5, 112 Reykjavík, Iceland",Iceland,ISL,Capital Region,https://www.limtrevirnet.is,,26,50,200,wood,15000000,37500000,64.147343,-21.704855,homes,"[""https://limtrevirnet.is/wp-content/uploads/2023/02/Li%CC%81mtre-Virnet-hero.jpg"",""https://limtrevirnet.is/wp-content/uploads/2024/06/Steinullareiningar-1-scaled.jpg"",""https://limtrevirnet.is/wp-content/uploads/2023/03/Fri%CC%81stundahu%CC%81s-Knattspyrnuhu%CC%81s-Ho%CC%88fn.jpeg""]",,"[50,200]",300000,Límtré Vírnet er íslenskt iðnfyrirtæki og byggir starfsemin á margreyndum framleiðsluferlum. Innlend framleiðsla.,Límtré Vírnet is an Icelandic industrial company and its operations are based on proven production processes. Domestic production.
387,Modularwise,Modularwise Ltd.,"Unit 1, The Business Park, Pleasley Vale, Mansfield, Nottinghamshire, NG19 8RL, United Kingdom",United Kingdom,GBR,East Midlands,https://www.modularwise.co.uk,,24,45,150,wood,80000,156000,58.917604543,-3.182947514,homes,"[""https://www.modularwise.co.uk/media/hwxkmg2r/dp2.webp"",""https://www.modularwise.co.uk/media/2vrkhphi/marlborough-park.webp"",""https://www.modularwise.co.uk/media/qpqdwj35/waterfront-03-1-1.webp?cc=0.09192178233691296,0,0.03412863783115431,0&amp;width=2000&amp;height=1400&amp;v=1dc9f436eeb93b0"",""https://www.modularwise.co.uk/media/jmmj11g0/test-amenity.webp?rxy=0.39785840149075685,0.5181012684160939&amp;width=2000&amp;height=1400&amp;v=1dc9f436f50e530"",""https://www.modularwise.co.uk/media/5uof4v3n/enscape_2024-03-15-11-26-49-1.webp?cc=0.2587792383760438,0.21310993533215755,0.15165160062622376,0.053203997648442095&amp;width=2000&amp;height=1400&amp;v=1dc9f436f1b7d50""]","[https://www.modularwise.co.uk/media/5uof4v3n/enscape_2024-03-15-11-26-49-1.webp?cc=0.19642857142857142,0,0,0&width=2000&height=1400&v=1db44c628e98e90, https://www.modularwise.co.uk/media/ekmdtcd1/08mp.webp?rxy=0.616373168630827,0.6252458502202277&width=2000&height=1400&v=1db44b3a82a2290]","[45,150]",1600,"This high-density development is in its third phase and provides 34 homes for affordable rent. The construction of the block brought together a traditional build style with a modular one. The ground floor of the scheme was built using traditional construction methods and consists of seven apartments, while the upper floors consist of 27 modular apartments.","This high-density development is in its third phase and provides 34 homes for affordable rent. The construction of the block brought together a traditional build style with a modular one. The ground floor of the scheme was built using traditional construction methods and consists of seven apartments, while the upper floors consist of 27 modular apartments."
388,We Build Eco,We Build Eco Ltd,"15 Kirkland Ave, Ballieston, Glasgow, G69 7JW, United Kingdom",United Kingdom,GBR,Scotland,https://www.webuildeco.com,,,,,wood,,,50.909140087156,-0.491534667318,panels,"[""https://webuildeco.com/wp-content/uploads/2022/10/Labelled-building-shell-kit.jpg"",""https://webuildeco.com/wp-content/uploads/2022/10/Building-shell-delivery.jpg"",""https://webuildeco.com/wp-content/uploads/2022/10/3D-building-design.jpg"",""https://webuildeco.com/wp-content/uploads/2022/10/Angle-cut-iJoists.jpg"",""https://webuildeco.com/wp-content/uploads/2022/10/Labelled-kit-elements.jpg""]",,,,"Timber frame . Building shells . Kit houses . 1 . We create energy-efficient building kits from any design. Our process is fast and precise. Our kits are easy to assemble. Our buildings are natural, healthy and sustainable. Join us and explore a construction process that makes sense logically, economically and ecologically.","Timber frame . Building shells . Kit houses . 1 . We create energy-efficient building kits from any design. Our process is fast and precise. Our kits are easy to assemble. Our buildings are natural, healthy and sustainable. Join us and explore a construction process that makes sense logically, economically and ecologically."
392,HebHomes,Hebridean Contemporary Homes Limited,"2 Newfield Drive, Dundonald, Kilmarnock, KA2 9EW, United Kingdom",United Kingdom,GBR,Scotland,https://www.hebhomes.com,https://www.hebhomes.com/member/home-build-step/discover-and-dream,69,67.35,270,SIP,99000,,55.592025,-4.58487,homes,"[""https://www.hebhomes.com/datafiles/uploaded/cms_banner/main/main_335_login-banner.jpg""]",,"[67.35,270]",,"Architect-designed modular and kit homes in Scotland. Panelised SIP/CPS or timber frame systems, delivered and erected to wind &amp; watertight for self-builders.","Architect-designed modular and kit homes in Scotland. Panelised SIP/CPS or timber frame systems, delivered and erected to wind &amp; watertight for self-builders."
393,Scandia-Hus,Scandia-Hus Limited,"Oakleigh House, Scandia-Hus Business Park, Felcourt Road, Felcourt, East Grinstead, West Sussex, RH19 2LP, United Kingdom",United Kingdom,GBR,West Sussex,https://www.scandia-hus.co.uk,,30,100,400,wood,200000,375000,51.162767,-0.030879,homes,,,"[100,400]",1500,,
