id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm,latitude,longitude,type,viz,plans
404,Euromodul,,,,,,https://euromodul.com,,,,,,,,42.438097,14.182654,,,
405,Bien-Zenker,Bien-Zenker GmbH,"Am Distelrasen 2, 36381 Schlüchtern, Germany",Germany,DEU,Hesse,https://www.bien-zenker.de,https://www.bien-zenker.de/hauskonfigurator,50.0,80.0,300.0,Wood,180000.0,2500.0,50.3457,9.5257,home,"[""https://www.bien-zenker.de/fileadmin/_processed_/c/d/csm_bien-zenker-startseite-header-fruehling_bd3ebee890.jpg"", ""https://www.bien-zenker.de/fileadmin/_processed_/8/3/csm_Bien-Zenker-Gluecksthemen_607b4a3be2.jpg"", ""https://www.bien-zenker.de/fileadmin/_processed_/6/0/csm_Bien-Zenker-Concept-M-168-Erlangen-Lesen_8a577dfd18.jpg"", ""https://www.bien-zenker.de/fileadmin/_processed_/a/6/csm_DSC01898_bb30a388ef.jpg"", ""https://www.bien-zenker.de/fileadmin/_processed_/8/9/csm_Bien-Zenker_Einfamilienhaus_88229de3b0.jpg""]",
406,Luxhaus,Luxhaus GmbH & Co. KG,"Am Dreieck 14, 91741 Lichtenau, Germany",Germany,DEU,Baden-Württemberg,https://www.luxhaus.de,https://www.luxhaus.de/hauskonfigurator,13.0,132.0,300.0,Wood,220000.0,2500.0,49.1778464,11.0101869,home,"[""https://www.luxhaus.de/fileadmin/_processed_/d/e/Flachdach_132_Architektenhaus_bauen_mit_LUXHAUS.50.webp"", ""https://www.luxhaus.de/fileadmin/_processed_/d/e/Flachdach_132_m_LUXHAUS.50.webp"", ""https://www.luxhaus.de/fileadmin/_processed_/d/e/Satteldach_Landhaus_162.50.webp"", ""https://www.luxhaus.de/fileadmin/_processed_/d/e/Satteldach_Klassik_137.50.webp"", ""https://www.luxhaus.de/fileadmin/_processed_/d/e/Pultdach_Klassik_157_LUXHAUS.50.webp""]",
407,Hanlo Haus,HANLO Haus GmbH,"Industriestraße 2, 95349 Thurnau, Deutschland",Germany,DEU,Bavaria,https://www.hanlo.at/,,10.0,80.0,200.0,Wood,150000.0,1800.0,50.0243,11.3913,home,"[""https://www.hanlo.at/media/var_640/einfamilienhaus.jpg"", ""https://www.hanlo.at/media/var_640/bungalow.jpg"", ""https://www.hanlo.at/media/var_640/mehrfamilienhaus.jpg"", ""https://www.hanlo.at/media/var_640/wohnungen.jpg"", ""https://www.hanlo.at/media/var_640/elk-vision-158_2400x1600_3.jpg""]",
408,Kampa,KAMPA GmbH,"Brennofenstraße 15, 89231 Neu-Ulm, Germany",Germany,DEU,Baden-Württemberg,https://www.kampa.de,,25.0,120.0,280.0,Wood,250000.0,2000.0,48.8224633,10.2156448,home,"[""https://a.storyblok.com/f/323823/2500x1875/d21f1db2f0/concept_2_img_0443_2.JPG/m/600x600/filters:blur(20):focal/"", ""https://a.storyblok.com/f/323823/2500x1666/0e8dffd9b2/concept_08_strasse_prev02_3.jpg/m/600x600/filters:blur(20):focal/"", ""https://a.storyblok.com/f/323823/2500x1667/2fc5f2d141/haus08_reihenhaus3_cam_aussen_001_final_4.jpg/m/600x600/filters:blur(20):focal/"", ""https://a.storyblok.com/f/323823/1969x1687/001a503b8c/kampa_mehrfamilienhaus_more5-1_aussenansicht_garten_erweitert_ausschnitt.jpg/m/600x600/filters:blur(20):focal/"", ""https://a.storyblok.com/f/323823/1920x1280/e511f138ac/concept1_symmetrisch_front.jpg/m/600x400/filters:blur(20):focal/""]",
409,FingerHaus,FingerHaus GmbH,"Auestraße 45, 35066 Frankenberg (Eder), Germany",Germany,DEU,Hesse,https://www.fingerhaus.de,https://www.fingerhaus.de/konfigurator,25.0,119.0,350.0,Wood,220000.0,2600.0,51.058752,8.794559,home,"[""https://www.fingerhaus.de/fileadmin/Hauskonzepte/AKTIONSHAUS/fingerhaus-fertighaus-vio-200.jpg"", ""https://www.fingerhaus.de/fileadmin/_processed_/b/c/csm_einfamilienhaus-medley-stadtvilla-300-b-aussen-garten_8b7d6270dc.jpg"", ""https://www.fingerhaus.de/fileadmin/_processed_/7/f/csm_fingerhaus-einfamilienhaus-sento-401-b-s215-03_8fd542daef.jpg"", ""https://www.fingerhaus.de/fileadmin/Hauskonzepte/ARTIS/fingerhaus-artis-kap-tg-ekei-na-3106-ret-w-w.jpg"", ""https://www.fingerhaus.de/fileadmin/_processed_/1/1/csm_fingerhaus-bit-hof-050kj5234-w_fbef8bd935.jpg""]",
410,Danwood,Danwood S.A.,"Rudolf-Diesel-Str. 2, 07546 Gera, Germany",Germany,DEU,Thuringia,https://www.danwood.de,,130.0,78.0,217.0,Wood,110000.0,1500.0,50.8663,12.0798,home,"[""https://www.danwood.de/_next/image?url=https%3A%2F%2Fdanwood-production-magnolia-assets.s3.eu-central-1.amazonaws.com%2FStrona%2520G%25C5%2582%25C3%25B3wna%252FCarousel%252Fnowa%2520wizka%2520glowna%252F01.jpg&w=1556&q=75"", ""https://www.danwood.de/_next/image?url=https%3A%2F%2Fdanwood-production-magnolia-assets.s3.eu-central-1.amazonaws.com%2FStrona%2520G%25C5%2582%25C3%25B3wna%252FCarousel%252FPark_186W_wohnen_v1_3%2520-%2520high%2520res.jpg&w=1556&q=75"", ""https://www.danwood.de/_next/image?url=https%3A%2F%2Fdanwood-production-magnolia-assets.s3.eu-central-1.amazonaws.com%2FProjekty%2520dom%25C3%25B3w%252FToday%252FPoint%252FPoint-234%252Ftoday_point234_1.jpg&w=1556&q=75"", ""https://www.danwood.de/_next/image?url=https%3A%2F%2Fdanwood-production-magnolia-assets.s3.eu-central-1.amazonaws.com%2FProjekty%2520dom%25C3%25B3w%252FNEXT%252Fnext-110%252Fnext_next110FT_2.jpg&w=1556&q=75"", ""https://www.danwood.de/_next/image?url=https%3A%2F%2Fdanwood-production-magnolia-assets.s3.eu-central-1.amazonaws.com%2FProjekty%2520dom%25C3%25B3w%252FNEXT%2520Easy%252FNEXT%2520EASY_All.jpg&w=1556&q=75""]",
411,Baufritz,Baufritz GmbH & Co. KG,"Alpenstraße 25, 87746 Erkheim, Germany",Germany,DEU,Bavaria,https://www.baufritz.com,,20.0,100.0,400.0,Wood,350000.0,2800.0,48.0426,10.3564,home,"[""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2024/Doll/Bilder/28471/image-thumb__28471__three-hero/Baufritz_Doll_002.e9df5cb9.jpg"", ""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2024/H%C3%A4berle%20MFH/Bilder%20Haeberle%20MFH/25420/image-thumb__25420__three-hero/MFH%20Haeberle%20aussen%20Tiefgarageneinfahrt2.a6d40b4d.jpg"", ""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2020/Engelhardt/Bilder%20Engelhardt/20250/image-thumb__20250__three-hero_auto_1fc5d01c3e78ac905262c33aa3741be4/DJI_0156.ba3d0b81.jpg"", ""https://www.baufritz.com/01_Haeuser/Musterh%C3%A4user/Haussicht/Bilder%20Haussicht/3872/image-thumb__3872__doubleImageTextImbalanced-big/-8587246572114412736.51aa1b3d.jpg"", ""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2014/Witt/Bilder%20Witt/24999/image-thumb__24999__imageTextOffset/Familie%20Witt%202025%20vor%20der%20Tuer_ua.85d04b91.jpg""]",
412,RENSCH-HAUS,RENSCH-HAUS GMBH,"Argenta Straße 1, 36148 Kalbach-Uttrichshausen, Germany",Germany,DEU,Hesse,https://www.rensch-haus.com,https://www.rensch-haus.com/hauskonfigurator,35.0,80.0,300.0,Wood,150000.0,2000.0,50.425586,9.672048,home,"[""https://renschhaus-19950.kxcdn.com/media/pages/home/3269365349-1748850246/banner-future-cube-r-c-50-talseite-web-1900x1267-q1.jpg"", ""https://renschhaus-19950.kxcdn.com/media/pages/referenzhaeuser/kundenhaus-in-88682-salem-neufrach/3514927356-1697626379/dobler-88682-salem-neufrach-q1.jpg"", ""https://renschhaus-19950.kxcdn.com/media/pages/referenzhaeuser/kundenhaus-in-59302-oelde/3925178259-1697626382/vennewald-59302-oelde-q1.jpg"", ""https://renschhaus-19950.kxcdn.com/media/pages/referenzhaeuser/kundenhaus-in-70734-fellbach/325869781-1697626378/weidl-70734-fellbach-q1.jpg"", ""https://renschhaus-19950.kxcdn.com/media/pages/referenzhaeuser/kundenhaus-in-99334-amt-wachsenburg/4286265330-1697626381/reise-99334-amt-wachsenburg-q1.jpg""]",
413,ELK Fertighaus,ELK Fertighaus GmbH,"Industriestraße 1, 97268 Kirchheim, Germany",Germany,DEU,Baden-Württemberg,https://www.elk-fertighaus.de,,50.0,80.0,300.0,Wood,120000.0,1600.0,49.6865897,9.9041806,home,"[""https://www.elk-fertighaus.de/media/var_640/einfamilienhaus.jpg"", ""https://www.elk-fertighaus.de/media/var_640/bungalow.jpg"", ""https://www.elk-fertighaus.de/media/var_640/mehrfamilienhaus.jpg"", ""https://www.elk-fertighaus.de/media/var_640/wohnungen.jpg"", ""https://www.elk-fertighaus.de/media/var_640/header_3.jpg""]",
414,Talbau-Haus,Talbau-Haus GmbH,"Talstraße 6, 71546 Aspach, Germany",Germany,DEU,Baden-Württemberg,https://www.talbau-haus.de,,12.0,80.0,250.0,Wood,200000.0,2300.0,48.9646,9.3687,home,"[""https://cdn-ileebmm.nitrocdn.com/mNazZUyducSPxGrOzRZTXdBzFVMUfhUn/assets/images/optimized/rev-e76de79/www.talbau-haus.de/wp-content/uploads/2025/11/Individuell_energieeffizient_Stadtvilla_TALBAU_Haus-min-e1762254483660.jpg""]",
415,Lehner-Haus,Lehner-Haus GmbH,"Bachstraße 3, 89584 Ehingen, Deutschland",Germany,DEU,Baden-Württemberg,https://www.lehner-haus.de,,20.0,90.0,350.0,Wood,160000.0,2300.0,48.2853,9.7318,home,"[""https://www.lehner-haus.de/cache/advportfoliopro//DJI_0001-Kopie_jpg_5301a0c8acd2100cd7ea9e685ff1bae6.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//img-20220922-wa0016_retusche_1695190927_jpg_7a59113524785e83e7f60e108a4b7869.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//DSC_0473-Kopie_jpg_25d9da60367009c5ec0324df38b654c2.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//img_9801---titel_retusche_1656578333_jpg_e6e4571429291deb1afd3bf545850867.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//img_9967-kopie_1656591305_jpg_13415f596b5a82806c3e7202c70fb1ba.jpg""]","[""https://www.lehner-haus.de/cache/advportfoliopro//065-1_1616081525_jpg_57828b127d1609297036cf500f111b82.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//959-1_1616081209_jpg_948711e1500b06e5044c648241647410.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//911-1_1616066825_jpg_e3f085a80da9260def4d7458a0c46578.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//897-1_1615995046_jpg_997e4f09d6164eab3ba764a97d060864.jpg"", ""https://www.lehner-haus.de/cache/advportfoliopro//312-1_1615976054_jpg_d97b9838aa961005d3904f3d4e63f398.jpg""]"
416,STREIF Haus,STREIF GmbH,"Gewerbepark 18, 54595 Weinsheim, Germany",Germany,DEU,Rhineland-Palatinate,https://www.streif.de,,25.0,80.0,300.0,Wood,175000.0,2300.0,50.2038,6.4433,home,"[""https://www.streif.de/img/start/hbtyp-einfamilienhaeuser.webp"", ""https://www.streif.de/img/start/hbtyp-stadtvillen.webp"", ""https://www.streif.de/img/start/hbtyp-bungalows.webp"", ""https://www.streif.de/img/start/hbtyp-doppelhaeuser-480x360.webp"", ""https://www.streif.de/exklusive-streif-villa-04-gartenansicht-liste-TH-ESV-FD-194-02.webp?id=3094&w=480&h=384""]",
417,Wolf-Haus,Wolf System GmbH,"Wolf-Haus Straße 1, 97727 Fuchsstadt, Germany",Germany,DEU,Bavaria,https://www.wolf-haus.de,,15.0,80.0,250.0,Wood,150000.0,2000.0,50.108695,9.918998,home,"[""https://www.wolf-haus.de/wp-content/uploads/2023/09/foerderungen-wolf-haus.jpg"", ""https://www.wolf-haus.de/wp-content/uploads/2023/11/mehrraum.jpg"", ""https://www.wolf-haus.de/wp-content/uploads/2022/08/wolf_haus_traumhaeuser_galerie_01.jpg"", ""https://www.wolf-haus.de/wp-content/uploads/2022/08/wolf_haus_traumhaeuser_galerie_02.jpg"", ""https://www.wolf-haus.de/wp-content/uploads/2022/08/wolf_haus_traumhaeuser_galerie_03.jpg""]",
418,Hanse Haus,Hanse Haus GmbH & Co. KG,"Hofäckerstraße 1, 97789 Oberleichtersbach, Germany",Germany,DEU,Bavaria,https://www.hanse-haus.de,,30.0,57.0,249.0,Wood,250000.0,2000.0,50.296092,9.831546,home,"[""https://www.hanse-haus.de/fileadmin/_processed_/6/d/csm_villa-178-02-hero_55180c98d0.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/4/2/csm_doppelhaus-25-125-aktion-qng-hero_aa0446d7e9.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/8/f/csm_bungalow-118-aktion-qng-hero_c3e966b219.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/e/b/csm_fertighaus-bungalow-116-00_37ad0b2b0d.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/5/a/csm_villa-166-00_1bb572ddb1.jpg""]","[""https://www.hanse-haus.de/fileadmin/_processed_/e/1/csm_duo-229-00_196d094c9c.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/1/2/csm_doppelhaus-35-130-00_16613f3899.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/d/f/csm_reihenhaus-118-v3-00_56c3124fad.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/9/7/csm_tiny-house-57-00_c9aab50f36.jpg"", ""https://www.hanse-haus.de/fileadmin/_processed_/2/9/csm_variant-35-160-aktion-qng-00_80a04c78d4.jpg""]"
419,Fullwood Wohnblockhaus,Fullwood Wohnblockhaus GmbH,"Hauptstraße 1, 59872 Meschede, Germany",Germany,DEU,North Rhine-Westphalia,https://www.fullwood.de,,15.0,80.0,250.0,Wood,120000.0,1500.0,51.350658,8.282171,home,"[""https://www.fullwood.de/wp-content/uploads/holzhaus-chalet-salvagny-von-fullwood_01.jpg"", ""https://www.fullwood.de/wp-content/uploads/fullwood-holzhaus-eifelschatz-01-768x514.jpg"", ""https://www.fullwood.de/wp-content/uploads/fullwood-holzhaus-casa-serenita-01-768x512.jpg"", ""https://www.fullwood.de/wp-content/uploads/fullwood-wohnblockhaus-musterhaus-poing-01-768x512.jpg"", ""https://www.fullwood.de/wp-content/uploads/holzhaus-sela-von-fullwood_03-768x512.jpg""]",
420,Kaufman & Broad,Kaufman & Broad S.A.,"127 Avenue Charles de Gaulle, Neuilly-sur-Seine, 92200, France",France,FRA,Île-de-France,https://www.kaufmanbroad.fr,,,,,,,,48.884128,2.268274,home,,
421,Maisons Phénix,GEOXIA Maisons Individuelles,"9 Avenue du Marais, 95816 Cergy-Pontoise, France",France,FRA,Île-de-France,https://www.maisons-phenix.com,,15.0,65.0,130.0,steel,80000.0,1200.0,47.8127745,1.9335979,home,"[""https://phenixhabitat.com/wp-content/uploads/sites/5/2023/04/www.slh-phenix.com-logo-phenix-habitat.svg"", ""https://phenixhabitat.com/wp-content/uploads/sites/5/2023/04/www.slh-phenix.com-logo-phenix-immo.svg"", ""https://phenixhabitat.com/wp-content/uploads/sites/5/2023/04/www.slh-phenix.com-logo-phenix-promotion.svg"", ""https://phenixhabitat.com/wp-content/uploads/sites/5/2023/04/www.slh-phenix.com-logo-phenix-evolution.svg"", ""https://phenixhabitat.com/wp-content/uploads/sites/5/2023/04/www.slh-phenix.com-logo-maisons-phenix.svg""]",
422,Babeau Seguin,Maisons Babeau Seguin SAS,"5 Route de Villegusien, 52000 Chaumont, France",France,FRA,Grand Est,https://www.babeau-seguin.fr,,200.0,60.0,200.0,concrete,80000.0,1400.0,35.0,0.0,home,"[""https://www.babeau-seguin.fr/wp-content/uploads/2025/12/Aubetiere-vue-avant.png"", ""https://www.babeau-seguin.fr/wp-content/uploads/2025/12/Extenso-Sud-GA.jpeg"", ""https://www.babeau-seguin.fr/wp-content/uploads/2025/12/Provenciere-urban-toit-plat.jpeg"", ""https://www.babeau-seguin.fr/wp-content/uploads/2025/12/intimity-L-vue-arriere-1.jpeg"", ""https://www.babeau-seguin.fr/wp-content/uploads/2025/12/Versiere-sud-.jpeg""]",
423,Maisons Pierre,Maisons Pierre SAS,"16 Avenue de l'Europe, 77144 Montévrain, France",France,FRA,Île-de-France,https://www.maisons-pierre.com,,190.0,65.0,180.0,concrete,80000.0,1200.0,48.8601,2.7687,home,"[""https://www.maisons-pierre.com/wp-content/uploads/2021/12/maisons_pierre_Saturnia_3_102_nord_biton_noir_avant.jpg"", ""https://www.maisons-pierre.com/wp-content/uploads/2022/07/1920x740_Boreal.jpg"", ""https://www.maisons-pierre.com/wp-content/uploads/2022/07/1200x742_Azur.jpg"", ""https://www.maisons-pierre.com/wp-content/uploads/2021/09/1200x742-maisons-pierre-corail-1.jpg"", ""https://www.maisons-pierre.com/wp-content/uploads/2022/07/1200x742_Bretagne.jpg""]",
424,PopUp House,Multipod Studio,"46 Rue Sainte-Victoire, 13006 Marseille, France",France,FRA,Provence-Alpes-Côte d'Azur,https://www.popup-house.com,,5.0,20.0,250.0,wood,120000.0,1500.0,43.292635,5.382077,home,"[""https://www.popup-house.com/wp-content/uploads/2023/01/Bright-Colored-Tumblr-Banner-3.png"", ""https://www.popup-house.com/wp-content/uploads/2023/01/Bright-Colored-Tumblr-Banner-1.png"", ""https://www.popup-house.com/wp-content/uploads/2021/07/Collection.jpg""]",
425,Casas inHAUS,Inhaus Global S.L.,"Calle de la Paz, 3, 46460 Silla, Valencia, Spain",Spain,ESP,Valencia,https://casasinhaus.com,https://casasinhaus.com/configurador/,111.0,50.0,300.0,concrete,94000.0,1200.0,39.36689,-0.40968,home,"[""https://casasinhaus.com/wp-content/uploads/2025/02/vivienda-lujo-modular-madrid-1150x646.jpg"", ""https://casasinhaus.com/wp-content/uploads/2025/02/casa-prefabricada-madrid-1-1150x646.jpg"", ""https://casasinhaus.com/wp-content/uploads/2025/02/casa-prefabricada-lujo-menorca-1150x646.jpg"", ""https://casasinhaus.com/wp-content/uploads/2025/02/vivienda-prefabricada-mallorca-1150x646.jpg"", ""https://casasinhaus.com/wp-content/uploads/2025/02/villa-lujo-prefabricada-espana-1150x646.jpg""]",
426,Modular Home,Modular Home S.L.,"Calle de la Innovación, 12, 28000 Madrid, Spain",Spain,ESP,Madrid,https://www.modularhome.es,,8.0,18.0,200.0,wood,60000.0,1500.0,40.437954,-3.621128,home,"[""https://modularhome.es/wp-content/uploads/2025/04/Casas-Prefabricadas-de-Calidad_Modular-Home.webp"", ""https://modularhome.es/wp-content/uploads/2025/04/Sistema-MH-System_Modular-Home.webp"", ""https://modularhome.es/wp-content/uploads/2026/01/03_Invertir-Casa-Modular_Modular-Home.webp"", ""https://modularhome.es/wp-content/uploads/2023/09/Construccion-Industrializada_Modular-Home-1.webp"", ""https://modularhome.es/wp-content/uploads/2026/01/PARCELAS-_2_.webp""]",
429,Prefabri,Prefabri S.L.,"Calle de la Madera, 21, 28320 Pinto, Madrid, Spain",Spain,ESP,Madrid,https://www.prefabri.com/,,5.0,30.0,120.0,steel,20000.0,800.0,40.4166909,-3.7003454,,,
431,Arquima,Arquima Modular S.L.,"Carrer de la Indústria, 92, 08420 Canovelles, Barcelona, Spain",Spain,ESP,Catalonia,https://www.arquima.net,,10.0,50.0,300.0,wood,80000.0,1500.0,41.621266,2.281078,home,"[""https://www.arquima.net/wp-content/uploads/2026/01/IMG_2287.jpg"", ""https://www.arquima.net/wp-content/uploads/2024/11/Cala-Murada-5.webp"", ""https://www.arquima.net/wp-content/uploads/2023/07/palma-1_56.jpg"", ""https://www.arquima.net/wp-content/uploads/2023/07/Proyectos-Arquima-Residencia-Camarzana_11.jpg"", ""https://www.arquima.net/wp-content/uploads/2023/07/olesa_01.jpg""]",
432,Cubicup,Cubicup S.L.,"Calle de Pradillos, 13, 28109 Alcobendas, Madrid, Spain",Spain,ESP,Madrid,https://www.cubicup.es,,4.0,30.0,120.0,wood,50000.0,1500.0,40.4166909,-3.7003454,home,"[""https://cubicup.com/wp-content/uploads/2025/07/reforma_malasana_madrid.webp"", ""https://cubicup.com/wp-content/uploads/2022/05/reforma_vivienda_eixample_valencia.webp"", ""https://cubicup.com/wp-content/uploads/2022/05/reforma_estilo_industrial_alicante_home.webp"", ""https://cubicup.com/wp-content/uploads/2025/07/reforma_integral_piso_malaga.webp"", ""https://cubicup.com/wp-content/uploads/2025/07/reforma_integral_piso_barcelona.webp""]",
433,Alucasa,Alucasa S.L.,"Polígono Industrial Los Vientos, Calle 7, Nave 5, 03187 Los Montesinos, Alicante, Spain",Spain,ESP,Valencia,https://alucasa.com/,,15.0,30.0,120.0,composite,25000.0,450.0,38.109625,-0.7920032,home,,
434,Eurocasa,Eurocasa Modular S.L.,"Polígono Industrial La Dehesa, Calle B, Parcela 8, 42111 Golmayo, Soria, Spain",Spain,ESP,Castile and León,https://www.eurocasas.com,,25.0,35.0,200.0,steel,28746.0,1200.0,42.340989,-3.709013,home,"[""https://eurocasas.com/wp-content/uploads/2024/01/granvilla27-768x512.webp"", ""https://eurocasas.com/wp-content/uploads/2022/04/0003_mod_ext_01.webp"", ""https://eurocasas.com/wp-content/uploads/2023/04/slider_home-modelos_villa-768x512.webp"", ""https://eurocasas.com/wp-content/uploads/2023/04/slider_home-modelos_campero-768x512.webp"", ""https://eurocasas.com/wp-content/uploads/2023/03/slider_nidify_4-768x512.webp""]",
435,Mi Casa,Mi Casa Prefabricated Homes Ltd,"123 Example Street, Cityname, 12345, Country",Country,,,https://www.micasa.com,https://www.micasa.com/configurator,10.0,50.0,200.0,wood,50000.0,1000.0,45.492,9.2187,,,
436,Green Habitat,Green Habitat S.L.,"Calle de Velázquez, 15, 28001 Madrid, Spain",Spain,ESP,Madrid,https://www.greenhabitat.es,,7.0,45.0,150.0,wood,89000.0,1500.0,40.426356,-3.686126,,"[""https://greenhabitat.es/wp-content/uploads/2017/04/vvb.jpg""]",
437,Ábaton,Ábaton Arquitectura S.L.,"Calle de Orense, 68, 28020 Madrid, Spain",Spain,ESP,Madrid,https://www.abaton.es,,3.0,27.0,150.0,wood,21000.0,2500.0,40.45858,-3.69671,home,"[""https://abaton.es/wp-content/uploads/2024/09/ABATON-proyecto-at-2.jpg"", ""https://abaton.es/wp-content/uploads/2024/10/ABATON-publicaciones-3-e1728390633783-800x800.jpg"", ""https://abaton.es/wp-content/uploads/2024/10/ABATON-reforma-almagro-20-800x800.jpg"", ""https://abaton.es/wp-content/uploads/2024/09/ABATON-casa-lagos-96-770x800.jpg"", ""https://abaton.es/wp-content/uploads/2024/10/ABATON-1-4-849x800.jpg""]",
438,Pujol,Pujol Prefabricados S.A.,"Avinguda de l'Onze de Setembre, 43, 25230 Mollerussa, Lleida, Spain",Spain,ESP,Catalonia,https://www.pujol.com,,5.0,50.0,200.0,concrete,80000.0,1500.0,41.633902,0.889019,industrial,,
439,Jan Snel,Jan Snel BV,"Ir. S. Lipsstraat 30, 5151 AE Drunen, Netherlands",Netherlands,NLD,North Brabant,https://www.jansnel.com,,5.0,30.0,120.0,steel,50000.0,1500.0,51.682768,5.142098,industrial,"[""https://jansnel.com/wp-content/uploads/JS_DaltonLyceumDordrecht12.jpg"", ""https://jansnel.com/wp-content/uploads/YesWeCanClinics_250620-90210.jpg""]",
440,De Meeuw,De Meeuw Bouwsystemen B.V.,"De Ameide 4, 5711 NC Someren, Netherlands",Netherlands,NLD,North Brabant,https://www.demeeuw.com,,5.0,30.0,200.0,steel,50000.0,1500.0,51.3851,5.7039,home,"[""https://vdldemeeuw.com/en/wp-content/uploads/sites/2/2024/05/wonen-s-280x158.jpg"", ""https://vdldemeeuw.com/en/wp-content/uploads/sites/2/2024/05/Nijmegen-NDW21-maart-2024-1024.jpg"", ""https://vdldemeeuw.com/en/wp-content/uploads/sites/2/2024/05/Nijmegen-2.jpg"", ""https://vdldemeeuw.com/en/wp-content/uploads/sites/2/2024/05/Vlaardingen-2.jpg"", ""https://vdldemeeuw.com/en/wp-content/uploads/sites/2/2024/09/20240925_085742-960x540.jpg""]",
441,Barli,Barli B.V.,"Industrieweg 9, 5531 AD Bladel, Netherlands",Netherlands,NLD,North Brabant,https://www.barli.nl/,,5.0,45.0,120.0,wood,75000.0,1400.0,51.367935,5.221831,home,"[""https://www.barli.nl/storage/images/58/barli-houtbouw.png"", ""https://www.barli.nl/storage/images/56/barli-kneedbaar.png"", ""https://www.barli.nl/storage/images/1214/schermafbeelding-2026-01-28-122610.jpg"", ""https://www.barli.nl/storage/images/1217/barli-muntelaar-20250919-img-6755.jpg"", ""https://www.barli.nl/storage/images/1212/sprang-capelle-02.jpg""]",
442,Livingstone,Livingstone Bouw & Ontwikkeling B.V.,"Minervum 7324, 4817 ZD Breda, Netherlands",Netherlands,NLD,North Brabant,https://www.livingstone.org,,12.0,120.0,400.0,wood,250000.0,2000.0,51.595786,4.780818,home,"[""https://www.livingstone.org/media/hiljejhb/uniek-moderne-villa-achtergevel-grote-raampartij-avond.jpg?width=294&height=360&v=1dbe5a001a96b90"", ""https://www.livingstone.org/media/t4xj34y5/voorzijde-verbouwing-boerderijwoning-glaudemans.jpg?width=294&height=360&v=1dbea98568ef6a0"", ""https://www.livingstone.org/media/lqfdrvgk/landelijke-boerderijwoning-zijgevel.jpg?width=572&height=742&format=webp&quality=100&v=1dbf0add1f08190"", ""https://www.livingstone.org/media/uo0ppu3t/voorzijde-moderne-villa-in-renesse.jpg?width=836&height=570&format=webp&quality=100&v=1dbfc9cc61cb730"", ""https://www.livingstone.org/media/dcvnbnjr/moderne-villa-kubistisch-achtergevel-sauswerk-avond.jpg?width=836&height=570&format=webp&quality=100&v=1dbe59ec1c46a30""]","[""https://www.livingstone.org/media/iqop0yz3/livingstone-architect-schets-klanten.jpg?width=286&height=396&format=webp&quality=100&v=1dc4ca11e56e890"", ""https://www.livingstone.org/media/h4klq40v/interieurarchitecten-in-overleg.jpg?width=286&height=286&format=webp&quality=100&v=1dc4ca11e8328b0"", ""https://www.livingstone.org/media/sbejq2mv/livingstone-luxe-wooninterieur-spanten.jpg?width=388&height=537&format=webp&quality=100&v=1dc4ca11e1042a0"", ""https://www.livingstone.org/media/urxpr11t/livingstone-luxe-badkamerontwerp.jpg?width=340&height=144&format=webp&quality=100&v=1dc4ca11e30c2f0"", ""https://www.livingstone.org/media/3tulvo4x/livingstone-luxe-keukengesprek.jpg?width=340&height=144&format=webp&quality=100&v=1dc4ca11e1c0270""]"
443,Dura Vermeer,Dura Vermeer Groep NV,"Rijksweg 25, 2908 LP Capelle aan den IJssel, Netherlands",Netherlands,NLD,South Holland,https://www.duravermeer.nl,,,,,concrete,,,51.931761,4.577946,home,,
