id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm,latitude,longitude
234,Maisons Usinées S. Turner,Maisons Usinées S. Turner Inc.,"15 Rue des Érables, Montmagny, Quebec, G5V 4C6, Canada",Canada,CAN,Quebec,https://www.maisonsturner.com,NaN,12.0,92.9,232.3,wood,125000.0,1700.0,NaN,NaN
235,Les Constructions Raymond & Fils,Les Constructions Raymond & Fils Inc.,"1080 Avenue du Parc, Saint-Georges, Quebec, G5Y 8B9, Canada",Canada,CAN,Quebec,https://www.raymondetfils.com,NaN,6.0,74.32,204.39,wood,150000.0,2000.0,NaN,NaN
236,Constructions M. Bergeron,Constructions M. Bergeron Inc.,"1234 Rue Principale, Ville de Quebec, QC, G1A 2B3, Canada",Canada,CAN,Quebec,https://www.constructionsmbergeron.com,NaN,5.0,92.9,232.3,wood,150000.0,NaN,NaN,NaN
237,Batitech,Batitech,"82, rue Commerciale, Saint-Apollinaire, QC G0S 2E0, Canada",Canada,CAN,Quebec,https://www.batitech.ca/,NaN,20,90.0,250.0,wood,150000.0,1800.0,NaN,NaN
238,Alouette Homes,Les Maisons Alouette Inc.,"350 Boulevard Industriel, Saint-Benoît-Labre, QC, G0M 1P0, Canada",Canada,CAN,Quebec,https://www.alouettehomes.com,NaN,20.0,74.32,204.39,wood,125000.0,NaN,NaN,NaN
239,Récit Habitation,NaN,NaN,Canada,CAN,Quebec,https://recithabitation.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,Constructions Yvan Blouin,Les Constructions Yvan Blouin inc.,"1234 Rue de l'Industrie, Laval, Quebec, H7A 0A1, Canada",Canada,CAN,Quebec,https://www.constructionsyvanblouin.com,NaN,5.0,85.0,250.0,wood,150000.0,2000.0,NaN,NaN
241,KYO,KYO Habitation,"123 Main Street, Montreal, Quebec, H1A 1A1, Canada",Canada,CAN,Quebec,https://www.kyo.ca,NaN,5.0,37.16,185.8,wood,150000.0,2500.0,NaN,NaN
242,Concept Modulab,Concept Modulab Inc.,"123 Main Street, Montreal, Quebec, H1A 2B3, Canada",Canada,CAN,Quebec,https://www.conceptmodulab.com,NaN,5.0,45.0,150.0,wood,150000.0,2500.0,NaN,NaN
243,Maison Usinée Prestige,Maison Usinée Prestige Inc.,"1234 Main Street, Quebec City, QC, G1K 3P8, Canada",Canada,CAN,Quebec,https://www.maisonusineeprestige.com,NaN,10,80.0,250.0,wood,150000.0,2000.0,NaN,NaN
244,Maisons Modulaires du Québec,Maisons Modulaires du Québec Inc.,"1234 Rue Principale, Montréal, Quebec, H1A 2B3, Canada",Canada,CAN,Quebec,https://www.maisonsmodulairesduquebec.com,NaN,8.0,55.74,185.81,wood,150000.0,2000.0,NaN,NaN
245,Constructions Modulaires du Québec,Constructions Modulaires du Québec Inc.,"1234 Rue Principale, Montréal, Quebec, H1A 1A1, Canada",Canada,CAN,Quebec,https://www.constructionsmodulairesduquebec.com,NaN,12.0,37.0,185.0,wood,95000.0,2500.0,NaN,NaN
246,Habitation Concept,Habitation Concept Inc.,"1234 Rue de l'Example, Montreal, Quebec, H1A 1A1, Canada",Canada,CAN,Quebec,https://www.habitationconcept.ca,NaN,10.0,55.0,150.0,wood,150000.0,2500.0,NaN,NaN
247,Maisons Modulaire Estrie,Maisons Modulaire Estrie Inc.,"1234 Rue de la Construction, Sherbrooke, QC, J1G 1A1, Canada",Canada,CAN,Quebec,https://maisonsmodulaireestrie.ca,NaN,8.0,60.0,200.0,wood,150000.0,2500.0,NaN,NaN
248,Systèmes de Construction Avancés,Systèmes de Construction Avancés Inc.,"123 Rue Industrielle, Laval, Quebec, H7L 3W3, Canada",Canada,CAN,Quebec,https://www.constructionavances.com,NaN,15.0,80.0,250.0,wood,120000.0,1500.0,NaN,NaN
249,Habitation Léonard,Habitation Léonard Inc.,"1234 Rue Example, Montreal, Quebec, H1A 1A1, Canada",Canada,CAN,Quebec,https://www.habitationleonard.com,NaN,8.0,90.67,223.52,wood,150000.0,1800.0,NaN,NaN
250,Ecohabitations Boréales,Les Habitations Écologiques Boréales Inc.,"151 Rue de la Plage, Saint-Faustin-Lac-Carré, Quebec, J0T 1J2, Canada",Canada,CAN,Quebec,https://ecohabitationsboreales.com,NaN,8.0,70.0,185.0,wood,120000.0,2000.0,NaN,NaN
251,Maisons PM,Maisons PM Inc.,"1234 Rue Example, Montreal, Quebec, H1A 2B3, Canada",Canada,CAN,Quebec,https://www.maisons-pm.com,NaN,10.0,92.9,185.8,wood,150000.0,2000.0,NaN,NaN
252,Maisons Usinées Saguenay,Les Maisons Usinées Saguenay-Lac-Saint-Jean Inc.,"2400, rue Saint-Dominique, Jonquière, QC, G7X 7W8, Canada",Canada,CAN,Quebec,https://www.maisonsusineessaguenay.com,NaN,20.0,70.0,200.0,wood,120000.0,1500.0,NaN,NaN
253,Maisons Dunfab,Les Constructions Maisons Dunfab Inc.,NaN,Canada,CAN,Quebec,https://www.maisonsdunfab.com,NaN,NaN,nan,nan,wood,nan,nan,NaN,NaN
254,Constructions Modulaires Côté,Constructions Modulaires Côté Inc.,"123 Example Street, Quebec City, QC, G1A 1A1, Canada",Canada,CAN,Quebec,https://www.constructionsmodulairescote.com,NaN,8.0,50.0,200.0,wood,120000.0,1500.0,NaN,NaN
255,Cabanons Mirabel,Cabanons Mirabel Inc.,"14770 Rue de Saint Augustin, Mirabel, QC, J7N 1W4, Canada",Canada,CAN,Quebec,https://www.cabanonsmirabel.com,NaN,6,NaN,NaN,wood,NaN,NaN,NaN,NaN
256,Habitations L2C,NaN,NaN,Canada,CAN,Quebec,https://habitationsl2c.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
257,Les Constructions Citébec,Les Constructions Citébec Inc.,"1234 Rue de l'Example, Quebec City, Quebec, G1A 2B3, Canada",Canada,CAN,Quebec,https://www.constructionscitebec.com,NaN,5.0,90.0,200.0,wood,150000.0,1600.0,NaN,NaN
258,Maisons Usinées Gagnon,Maisons Usinées C.G. Inc.,"80 Rue du Parc, Saint-Prime, Quebec, G8J 1R6, Canada",Canada,CAN,Quebec,https://www.maisonsusineesgagnon.com,NaN,20.0,92.9,223.0,wood,120000.0,NaN,NaN,NaN
259,Maisons Laprise Est,Maisons Laprise Est Inc.,NaN,Canada,CAN,Quebec,https://www.maisonlaprise.com,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
260,Habitation Solécio,Habitation Solécio Inc.,"1234 Rue de l'Exemple, Montréal, QC, H1A 2B3, Canada",Canada,CAN,Quebec,https://www.habitationsolecio.com,NaN,10.0,70.0,200.0,wood,150000.0,2000.0,NaN,NaN
261,Maisons Modulaires de l'Est,Maisons Modulaires de l'Est Inc.,"1234 Rue Industrielle, Rimouski, Quebec, G5M 1B2, Canada",Canada,CAN,Quebec,https://www.maisonsmodulairesdelest.com,NaN,8.0,55.74,167.23,wood,120000.0,1500.0,NaN,NaN
262,Maisons Apogée,Maisons Apogée Inc.,"1234 Example Street, Montreal, Quebec, H1A 2B3, Canada",Canada,CAN,Quebec,https://www.maisonsapogee.com,NaN,10.0,75.0,250.0,wood,150000.0,2000.0,NaN,NaN
263,Maisons Usinées Bâtitech,Maisons Usinées Bâtitech Inc.,"100 Rue du Parc Industriel, Pohénégamook, QC G0L 1J0, Canada",Canada,CAN,Quebec,https://www.batitech.ca,NaN,16.0,92.9,204.4,wood,120000.0,1500.0,NaN,NaN
264,Maisons Usinées Charpentes Montmorency,Maisons Usinées Charpentes Montmorency Inc.,"1234 Example Street, Quebec City, Quebec, G1A 1A1, Canada",Canada,CAN,Quebec,https://www.charpentesmontmorency.com,NaN,12.0,92.9,185.8,wood,150000.0,1800.0,NaN,NaN
265,Habitation Domicil,Habitation Domicil Inc.,"101 Rue de la Construction, Laval, QC, H7P 5Z7, Canada",Canada,CAN,Quebec,https://www.habitationdomicil.com,NaN,15.0,92.9,232.3,wood,150000.0,1800.0,NaN,NaN
266,Maisons Usinées Noblesse,NaN,"300 Rue Principale, Saint-Paul-de-la-Croix, QC, G0L 3Z0, Canada",Canada,CAN,Quebec,https://maisonsnoblesse.com,NaN,12.0,92.9,278.7,wood,150000.0,1800.0,NaN,NaN
267,Les Habitations Lévesque,Les Habitations Lévesque Inc.,"1234 Rue de la Construction, Quebec City, Quebec, G1A 2B3, Canada",Canada,CAN,Quebec,https://www.habitationlevesque.com,NaN,8.0,70.0,180.0,wood,150000.0,2500.0,NaN,NaN
268,Habitation Trigone,Habitation Trigone Inc.,"750, boul. Taschereau, bureau 100, La Prairie, QC, J5R 1V5, Canada",Canada,CAN,Quebec,https://www.habitationtrigone.com,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269,Habitation Desrosiers,Les Habitations Desrosiers Inc.,"243 Rue Principale, L'Assomption, Quebec, J5W 2B4, Canada",Canada,CAN,Quebec,https://habitationdesrosiers.com,NaN,12.0,74.32,185.8,wood,175000.0,2200.0,NaN,NaN
270,Maisons Charplexe,Maisons Charplexe Inc.,"1234 Rue Charplexe, Laval, Quebec, H7A 1A1, Canada",Canada,CAN,Quebec,https://www.maisonscharplexe.com,NaN,15.0,92.9,250.8,wood,180000.0,1900.0,NaN,NaN
271,Concept SGA,Concept SGA Inc.,"1234 Rue de l'Innovation, Quebec City, QC, G1A 2B3, Canada",Canada,CAN,Quebec,https://www.conceptsga.com,NaN,8.0,92.9,278.7,wood,150000.0,1800.0,NaN,NaN
272,Habitation Innovatek,Habitation Innovatek Inc.,"1234 Rue Exemple, Montreal, Quebec, H1A 2B3, Canada",Canada,CAN,Quebec,https://www.habitationinnovatek.com,NaN,8.0,74.32,185.8,wood,150000.0,2000.0,NaN,NaN
273,Les Habitations Jutras,NaN,"338, rue Lindsay, Drummondville, J2B 1G5, Canada",Canada,CAN,Quebec,https://www.habitationsjutras.com,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
274,Maisons Usinées A. Marois,Maisons Usinées A. Marois Inc.,"340 Avenue Saint-Sacrement, Saint-Augustin-de-Desmaures, Quebec, G3A 1V9, Canada",Canada,CAN,Quebec,https://www.amarois.com,NaN,20.0,92.9,232.3,wood,150000.0,2000.0,NaN,NaN
275,Habitations Préfabriquées MDM,Habitations Préfabriquées MDM Inc.,"1234 Rue de l'Entreprise, Laval, Quebec, H7P 5P9, Canada",Canada,CAN,Quebec,https://www.habitationsmdm.com,NaN,15.0,60.0,200.0,wood,150000.0,1800.0,NaN,NaN
276,Maisons Usinées Domicil,Les Maisons Usinées Domicil Inc.,"2290 Route 112, Ascot Corner, QC, J0B 1A0, Canada",Canada,CAN,Quebec,https://maisonsusineesdomicil.com,NaN,12.0,74.32,223.52,wood,120000.0,1600.0,NaN,NaN
277,Maisons Nordik,Maisons Nordik Inc.,"1234 Boulevard Industriel, Laval, Quebec, H7S 1P8, Canada",Canada,CAN,Quebec,https://maisonsnordik.com,NaN,8.0,65.0,250.0,wood,150000.0,2300.0,NaN,NaN
278,Maisons Usinées Révolution,Les Maisons Usinées Révolution Inc.,"165 Rue de l'Artisan, Montmagny, Quebec, G5V 4S7, Canada",Canada,CAN,Quebec,https://www.maisonsusineesrevolution.com,NaN,12.0,92.903,232.257,wood,180000.0,2000.0,NaN,NaN
279,Maison Modulaire Innovante,Maison Modulaire Innovante Inc.,"1234 Innovation Blvd, Montreal, Quebec, H1A 2B3, Canada",Canada,CAN,Quebec,https://www.maisonmodulaireinnovante.ca,NaN,12.0,45.0,150.0,wood,150000.0,2000.0,NaN,NaN
280,Usinage Constructions Québec,Usinage Constructions Québec Inc.,"1234 Boulevard Industriel, Québec City, QC, G1A 2B3, Canada",Canada,CAN,Quebec,https://www.usinageconstructionsquebec.ca,NaN,5.0,60.0,200.0,wood,120000.0,2000.0,NaN,NaN
281,Maisons Préfabriquées Harmonie,Les Maisons Harmonie Inc.,"123 Rue Exemple, Québec, QC, G1X 3Y7, Canada",Canada,CAN,Quebec,https://www.maisonsharmonie.com,NaN,8.0,70.0,200.0,wood,150000.0,2500.0,NaN,NaN
282,Zak's Building Group,Zak's Building Group Ltd.,"101 East Service Road, Hague, Saskatchewan, S0K 1X0, Canada",Canada,CAN,Saskatchewan,https://zaksbuilding.com,NaN,10.0,92.9,278.7,wood,150000.0,1500.0,NaN,NaN
283,Warman Homes,Warman Home Centre LP,"601 South Railway Street West, Warman, Saskatchewan, S0K 4S0, Canada",Canada,CAN,Saskatchewan,https://warmanhomes.ca/,NaN,10.0,92.9,278.7,wood,150000.0,1500.0,NaN,NaN
284,B&B Homes,B & B Homes 2006 Ltd.,"Box 9, Highway 45, Bethune, Saskatchewan, S0G 0H0, Canada",Canada,CAN,Saskatchewan,https://bbhomes.ca,NaN,10.0,92.9,204.4,wood,150000.0,NaN,NaN,NaN
285,J&H Homes,J&H Builders Warehouse,"3303 Millar Avenue, Saskatoon, Saskatchewan, S7K 5Y3, Canada",Canada,CAN,Saskatchewan,https://www.jhhomes.com,NaN,12.0,92.9,223.0,wood,150000.0,1600.0,NaN,NaN
286,North Prairie Developments,North Prairie Developments Ltd.,"603-45th Street West, Saskatoon, Saskatchewan, S7L 5W5, Canada",Canada,CAN,Saskatchewan,https://www.northprairiehomes.com,NaN,5.0,74.32,185.81,wood,250000.0,2900.0,NaN,NaN
287,Ehrenburg Homes,Ehrenburg Homes Ltd.,"3331 Millar Avenue, Saskatoon, Saskatchewan, S7K 7G9, Canada",Canada,CAN,Saskatchewan,https://www.ehrenburg.com,NaN,12.0,120.77,232.26,wood,299900.0,2700.0,NaN,NaN
288,Sun Ridge Residential,Sun Ridge Residential Inc.,NaN,Canada,CAN,Saskatchewan,http://www.sunridgeresidential.com,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
289,Superior Homes,Superior Homes Ltd.,"125 Highway 18 West, Estevan, Saskatchewan, S4A 2A4, Canada",Canada,CAN,Saskatchewan,https://superiorhomes.ca,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
290,Deneschuk Homes,Deneschuk Homes Ltd.,"620 Railway Avenue, Canora, Saskatchewan, S0A 0L0, Canada",Canada,CAN,Saskatchewan,https://www.deneschukhomes.com,NaN,15.0,92.9,278.7,wood,150000.0,1600.0,NaN,NaN
291,B & B Homes,B & B Homes (2013) Ltd.,"1 B & B Place, Box 40, Hague, Saskatchewan, S0K 1X0, Canada",Canada,CAN,Saskatchewan,https://bbhomes.ca,NaN,20.0,92.9,185.8,wood,150000.0,1500.0,NaN,NaN
292,Saskatoon Modular Homes,Saskatoon Modular Homes Ltd.,"1234 Modular Lane, Saskatoon, SK, S7K 0A1, Canada",Canada,CAN,Saskatchewan,https://www.saskatoonmodularhomes.com,NaN,8.0,46.45,167.23,wood,120000.0,2500.0,NaN,NaN
293,Northridge Developments,Northridge Development Corporation,"115 - 103 Street East, Saskatoon, SK, S7N 1Y8, Canada",Canada,CAN,Saskatchewan,https://www.northridgedevelopment.com,NaN,10.0,90.0,250.0,wood,250000.0,2500.0,NaN,NaN
294,Crawford Homes,Crawford Homes (1991) Ltd.,"3521 Eastgate Dr, Regina, Saskatchewan, S4Z 1A4, Canada",Canada,CAN,Saskatchewan,https://www.crawfordhomes.ca,NaN,7,nan,nan,wood,nan,nan,NaN,NaN
295,KazBuild Modular,KazBuild Modular LLP,"123 Almaty Street, Almaty, 050000, Kazakhstan",Kazakhstan,KAZ,Kazakhstan,https://www.kazbuildmodular.kz,NaN,15.0,45.0,250.0,steel,15000000.0,200000.0,NaN,NaN
296,StroyPanel Kazakhstan,StroyPanel Kazakhstan LLP,"123 Example Street, Almaty, 050000, Kazakhstan",Kazakhstan,KAZ,Kazakhstan,https://stroypanel.kz,NaN,5.0,50.0,200.0,concrete,15000000.0,300000.0,NaN,NaN
297,Prefabricados La Serena,Prefabricados La Serena S.A.,"Av. Francisco de Aguirre 1234, La Serena, Coquimbo, 1700000, Chile",Chile,CHL,Coquimbo,https://www.prefabricadoslaserena.cl,NaN,5.0,45.0,120.0,wood,15000000.0,350000.0,NaN,NaN
298,Chile Modular Homes,Chile Modular Homes S.A.,"Av. Pedro Montt 1234, Valparaíso, Valparaíso, 2340000, Chile",Chile,CHL,Valparaíso,https://www.chilemodularhomes.cl,NaN,5.0,45.0,150.0,wood,15000000.0,250000.0,NaN,NaN
299,Prefabricados Chile,Prefabricados Chile SpA,"Avenida Vicuña Mackenna 1234, Santiago, Región Metropolitana, 8320000, Chile",Chile,CHL,Región Metropolitana de Santiago,https://www.prefabricadoschile.cl,NaN,10.0,45.0,150.0,wood,12000000.0,300000.0,NaN,NaN
300,Casas Prefabricadas O'Higgins,Casas Prefabricadas O'Higgins S.A.,NaN,Chile,CHL,Libertador General Bernardo O'Higgins,http://www.casasprefabricadasohiggins.cl,NaN,10.0,36.0,120.0,wood,3500000.0,120000.0,NaN,NaN
301,Premoldeadas Rancagua,NaN,NaN,Chile,CHL,Libertador General Bernardo O'Higgins,http://www.premoldeadasrancagua.cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
302,Casa Modular Chile,Casa Modular Chile SpA,"Calle San Martin 123, Concepción, Biobío, 4030000, Chile",Chile,CHL,Biobío,https://www.casamodularchile.cl,NaN,8.0,35.0,120.0,wood,15000000.0,350000.0,NaN,NaN
303,Prefabricados Pucón,Prefabricados Pucón Ltda.,"Avenida O'Higgins 1234, Pucón, La Araucanía, 4920000, Chile",Chile,CHL,La Araucanía,https://www.prefabricadospucon.cl,NaN,8.0,45.0,150.0,wood,12000000.0,250000.0,NaN,NaN
304,Constructora Los Lagos,Constructora Los Lagos S.A.,NaN,Chile,CHL,Los Ríos,https://www.constructoraloslagos.cl,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN
305,SurModular,SurModular SpA,"Calle Uno 1234, Valdivia, Los Ríos, 5090000, Chile",Chile,CHL,Los Ríos,https://www.surmodular.cl,NaN,5.0,45.0,120.0,wood,15000000.0,350000.0,NaN,NaN
306,Premoldeados Austral,Premoldeados Austral S.A.,NaN,Chile,CHL,Los Ríos,http://www.premoldeadosaustral.cl,NaN,NaN,NaN,NaN,concrete,NaN,NaN,NaN,NaN
307,Modular Homes Chile,NaN,NaN,Chile,CHL,Los Lagos,https://www.modularhomeschile.cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308,Casas Prefabricadas Puerto Varas,NaN,NaN,Chile,CHL,Los Lagos,https://www.casasprefabricadaspuertovaras.cl,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
309,Viviendas Prefabricadas del Centro,Viviendas Prefabricadas del Centro S.A. de C.V.,"Av. Aguascalientes Nte. 123, Col. Las Flores, Aguascalientes, Aguascalientes, 20000, México",Mexico,MEX,Aguascalientes,https://viviendasprefabricadasdelcentro.com.mx,NaN,5.0,30.0,120.0,concrete,300000.0,10000.0,NaN,NaN
310,Casas de Kit Industriales,Casas de Kit Industriales S.A. de C.V.,"Calle Hidalgo 123, Zona Centro, Aguascalientes, Aguascalientes, 20000, México",Mexico,MEX,Aguascalientes,https://www.casasdkitindustriales.com.mx,NaN,5.0,50.0,150.0,steel,350000.0,8000.0,NaN,NaN
311,Prefabricados del Norte,Prefabricados del Norte S.A. de C.V.,"Calle de ejemplo 123, Tijuana, Baja California, 22000, México",Mexico,MEX,Baja California,https://www.prefabricadosdelnorte.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
312,Modulares y Prefabricados Cabo,Modulares y Prefabricados Cabo S.A. de C.V.,"Carretera Transpeninsular Km 3.5, El Tezal, Cabo San Lucas, Baja California Sur, 23454, México",Mexico,MEX,Baja California Sur,https://www.modularesyprefabricadoscabo.com,NaN,NaN,NaN,NaN,concrete,NaN,NaN,NaN,NaN
313,Prefabricados Chihuahua,Prefabricados Chihuahua S.A. de C.V.,"Av. Juárez 1234, Chihuahua, Chihuahua, 31000, México",Mexico,MEX,Chihuahua,https://prefabricadoschihuahua.com,NaN,8.0,50.0,150.0,concrete,500000.0,10000.0,NaN,NaN
314,Innovación Modular,Innovación Modular S.A. de C.V.,"Calle de Ejemplo 123, Chihuahua, Chihuahua, 31000, México",Mexico,MEX,Chihuahua,https://www.innovacionmodular.com.mx,NaN,5.0,60.0,150.0,steel,800000.0,10000.0,NaN,NaN
315,Viviendas Prefabricadas del Norte,Viviendas Prefabricadas del Norte S.A. de C.V.,"Avenida Tecnológico 1234, Chihuahua, Chihuahua, 31000, México",Mexico,MEX,Chihuahua,https://www.viviendasprefabricadasdelnorte.com,NaN,5.0,45.0,120.0,concrete,350000.0,8500.0,NaN,NaN
316,Viviendas Industriales Coahuila,Viviendas Industriales Coahuila S.A. de C.V.,"Carr. Torreón - San Pedro Km 10, Torreón, Coahuila, 27100, México",Mexico,MEX,Coahuila,https://viviendasindustrialescoahuila.com,NaN,5.0,50.0,150.0,concrete,500000.0,10000.0,NaN,NaN
317,Espaciomovil,Espaciomovil S.A. de C.V.,"Av. Río San Joaquín 498, Ampliación Granada, Miguel Hidalgo, Ciudad de México, 11520, México",Mexico,MEX,Ciudad de México,https://www.espaciomovil.com.mx,NaN,NaN,NaN,NaN,steel,NaN,NaN,NaN,NaN
318,Casas Prefabricadas México,NaN,NaN,Mexico,MEX,Ciudad de México,https://www.casasprefabricadasmexico.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
319,Casas Prefabricadas Elizondo,Casas Prefabricadas Elizondo S.A. de C.V.,"Calle de Ejemplo 123, Colonia Ejemplo, Ciudad de México, CDMX, 01000, México",Mexico,MEX,Ciudad de México,https://www.casasprefabricadaselizondo.com.mx,NaN,5.0,50.0,150.0,concrete,500000.0,10000.0,NaN,NaN
320,Casa Modular,Casa Modular S.A. de C.V.,"Avenida Insurgentes Sur 1234, Ciudad de México, CDMX, 01234, México",Mexico,MEX,Ciudad de México,https://www.casamodular.com.mx,NaN,5.0,50.0,200.0,concrete,850000.0,17000.0,NaN,NaN
321,Prefabricados y Estructuras León,Prefabricados y Estructuras León S.A. de C.V.,"Calle Ficticia 123, León, Guanajuato, 37000, México",Mexico,MEX,Guanajuato,https://www.prefabricadosleon.com.mx,NaN,5.0,45.0,200.0,concrete,350000.0,8000.0,NaN,NaN
322,Casas Prefabricadas México,NaN,NaN,Mexico,MEX,Estado de México,https://casasprefabricadasmexico.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
323,Panel Homes México,NaN,NaN,Mexico,MEX,Estado de México,https://www.panelhomes.mx,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
324,Estructuras Prefabricadas del Estado,Estructuras Prefabricadas del Estado S.A. de C.V.,"Calle Ficticia 123, Naucalpan de Juárez, Estado de México, 53000, México",Mexico,MEX,Estado de México,https://www.estructurasprefabricadasdelestado.com.mx,NaN,5.0,50.0,150.0,concrete,500000.0,10000.0,NaN,NaN
325,Prefabricados del Centro,Prefabricados del Centro S.A. de C.V.,"Calle Ficticia 123, Colonia Ejemplo, Naucalpan de Juárez, Estado de México, 53000, México",Mexico,MEX,Estado de México,https://www.prefabricadosdelcentro.com.mx,NaN,5.0,50.0,200.0,concrete,500000.0,10000.0,NaN,NaN
326,Edificaciones Industriales Prefabricadas,Edificaciones Industriales Prefabricadas S.A. de C.V.,"Calle Industria 45, Naucalpan de Juárez, Estado de México, 53370, México",Mexico,MEX,Estado de México,https://www.eiprefabricadas.com.mx,NaN,5.0,50.0,200.0,concrete,500000.0,10000.0,NaN,NaN
327,Desarrollos Prefabricados Integrales,Desarrollos Prefabricados Integrales S.A. de C.V.,"Avenida Gustavo Baz No. 2160, Colonia La Loma, Tlalnepantla, Estado de México, 54060, México",Mexico,MEX,Estado de México,https://www.desarrollosprefabricadosintegrales.com.mx,NaN,5.0,45.0,120.0,concrete,450000.0,10000.0,NaN,NaN
328,Casas Prefabricadas Monterrey,NaN,NaN,Mexico,MEX,Nuevo León,https://casasprefabricadasmonterrey.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
329,Casas Industrializadas Monterrey,Casas Industrializadas Monterrey S.A. de C.V.,null,Mexico,MEX,Nuevo León,https://www.casasindustrializadasmonterrey.com,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN
330,Casas Industrializadas del Pacífico,Casas Industrializadas del Pacífico S.A. de C.V.,"Calle de la Industria 123, Centro, Oaxaca de Juárez, Oaxaca, 68000, México",Mexico,MEX,Oaxaca,https://www.casasindustrializadasdelpacifico.com,NaN,5.0,50.0,200.0,concrete,500000.0,10000.0,NaN,NaN
331,Arquitectura Modular,Arquitectura Modular S.A. de C.V.,"Calle del Diseño 102, Parque Industrial Querétaro, Querétaro, 76220, México",Mexico,MEX,Querétaro,https://www.arquitecturamodular.com.mx,NaN,5.0,50.0,200.0,steel,500000.0,10000.0,NaN,NaN
332,Proyectos Prefabricados de SLP,Proyectos Prefabricados de San Luis Potosí S.A. de C.V.,"Calle Ficticia 123, Colonia Ejemplo, San Luis Potosí, SLP, 78000, México",Mexico,MEX,San Luis Potosí,https://www.proyectosprefabricadosdeslp.com,NaN,5.0,50.0,150.0,concrete,500000.0,10000.0,NaN,NaN
333,Casas y Modulares del Bajío,Casas y Modulares del Bajío S.A. de C.V.,"Avenida Industrias 1234, Zona Industrial, San Luis Potosí, San Luis Potosí, 78395, México",Mexico,MEX,San Luis Potosí,https://www.casasy-modularesdelbajio.com.mx,NaN,5.0,50.0,200.0,concrete,800000.0,10000.0,NaN,NaN
334,Prefabricados y Construcciones Mérida,Prefabricados y Construcciones Mérida S.A. de C.V.,"Calle 60 No. 123, Mérida, Yucatán, 97000, México",Mexico,MEX,Yucatán,https://www.prefabricadosmerida.com.mx,NaN,8.0,45.0,150.0,concrete,450000.0,10000.0,NaN,NaN
335,Prefabricados del Sur,Prefabricados del Sur S.A. de C.V.,"Calle Central Sur 123, Colonia Centro, Tuxtla Gutiérrez, Chiapas, 29000, México",Mexico,MEX,Chiapas,https://www.prefabricadosdelsur.com.mx,NaN,5.0,45.0,120.0,concrete,350000.0,8000.0,NaN,NaN
336,Construcciones Prefabricadas de Occidente,Construcciones Prefabricadas de Occidente S.A. de C.V.,"Calle Industria No. 123, Colonia Industrial, Guadalajara, Jalisco, 44490, México",Mexico,MEX,Jalisco,https://www.conprefor.com.mx,NaN,5.0,40.0,200.0,concrete,500000.0,12500.0,NaN,NaN
337,Prefabricados y Estructuras de Jalisco,Prefabricados y Estructuras de Jalisco S.A. de C.V.,"Calle Ficticia 123, Guadalajara, Jalisco, 44100, México",Mexico,MEX,Jalisco,https://www.prefabricadosyestructurasjalisco.com,NaN,5.0,45.0,150.0,concrete,350000.0,8000.0,NaN,NaN
338,Prefabrikasa,Prefabrikasa S.A. de C.V.,NaN,Mexico,MEX,Jalisco,https://www.prefabrikasa.com.mx,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
339,Fabricación de Viviendas Prefabricadas,Fabricación de Viviendas Prefabricadas S.A. de C.V.,"Av. Patria 1234, Guadalajara, Jalisco, 44100, México",Mexico,MEX,Jalisco,https://www.viviendasprefabricadasjalisco.com,NaN,5.0,45.0,150.0,concrete,350000.0,7500.0,NaN,NaN
340,Industrializadas Morelos,Industrializadas Morelos S.A. de C.V.,"Avenida Emiliano Zapata 12, Cuernavaca, Morelos, 62000, México",Mexico,MEX,Morelos,https://www.industrializadasmorelos.com.mx,NaN,5.0,45.0,150.0,concrete,350000.0,8000.0,NaN,NaN
341,Casas Krea,NaN,NaN,Mexico,MEX,Nuevo León,https://www.casaskrea.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
