id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm,latitude,longitude,type,viz,plans
361,Implenia,Implenia AG,"Industriestrasse 24, 8305 Dietlikon, Zürich, Switzerland",Switzerland,CHE,Zurich,https://implenia.com,NaN,NaN,NaN,NaN,concrete,NaN,NaN,47.417457,8.623839,industrial,"[""https://implenia.com/fileadmin/_processed_/0/2/csm_Image_Peenebruecke_Wolgast_f86b01adb0.jpg"", ""https://implenia.com/fileadmin/_processed_/5/4/csm_implenia_civil_tunnelbau_1_50ae5d9fad.jpg"", ""https://implenia.com/fileadmin/_processed_/1/6/csm_Roche_Diagnostics_Tower__Rotkreuz__1__221690c989.jpg"", ""https://implenia.com/fileadmin/_processed_/f/2/csm_BINYAN_SAE3157_Jelmoli_S010_EXT_Exterior_Fina_Johannes_Hasenbank_c910190d37.jpg"", ""https://implenia.com/fileadmin/implenia.com/referenzen/The_Alpinist_Andermatt/Image_Andermatt_Reuss_hi-res_Stephan_Meierhofer__1_.jpg""]",
362,Künzli Holz AG,Künzli Holz AG,"Schützenstrasse 1, 8355 Aadorf, Thurgau, Switzerland",Switzerland,CHE,Thurgau,https://www.kuenzli.ch/,NaN,NaN,NaN,NaN,wood,NaN,NaN,47.4925,8.9013,,,
363,Tschopp Holzbau,Tschopp Holzbau AG,"Werkstrasse 4, 6102 Malters, Luzern, Switzerland",Switzerland,CHE,Lucerne,https://www.tschopp-holzbau.ch,NaN,NaN,NaN,NaN,wood,NaN,NaN,47.0411,8.1817,home,,
364,Stalder Holzbau AG,Stalder Holzbau AG,"Grossmatte 5, 6212 Kaltbach, Switzerland",Switzerland,CHE,Lucerne,https://www.stalder-holzbau.ch/,NaN,NaN,NaN,NaN,wood,NaN,NaN,47.1816,8.0332,,"[""https://www.stalder-holzbau.ch/view/stalder-holzbau.ch/images/multigallery/Header/Slideshow/984117/pic_984117.jpg?width=3480&height=1600&extension=jpg&transform=crop&background=ffffffff&imageTimestamp=1708426886&is_published=false&sec_srv=d284a838"", ""https://www.stalder-holzbau.ch/view/stalder-holzbau.ch/images/multigallery/Header/Slideshow/942963/pic_942963.jpg?width=3480&height=1600&extension=jpg&transform=crop&background=ffffffff&imageTimestamp=1652344834&is_published=false&sec_srv=d284a838"", ""https://www.stalder-holzbau.ch/view/stalder-holzbau.ch/images/multigallery/Header/Slideshow/943055/pic_943055.jpg?width=3480&height=1600&extension=jpg&transform=crop&background=ffffffff&imageTimestamp=1652347791&is_published=false&sec_srv=d284a838"", ""https://www.stalder-holzbau.ch/view/stalder-holzbau.ch/images/multigallery/Header/Slideshow/942966/pic_942966.jpg?width=3480&height=1600&extension=jpg&transform=crop&background=ffffffff&imageTimestamp=1652344834&is_published=false&sec_srv=d284a838"", ""https://www.stalder-holzbau.ch/view/stalder-holzbau.ch/images/multigallery/Header/Slideshow/942965/pic_942965.jpg?width=3480&height=1600&extension=jpg&transform=crop&background=ffffffff&imageTimestamp=1652344834&is_published=false&sec_srv=d284a838""]",
365,Holzbau Schmid AG,NaN,NaN,Switzerland,CHE,NaN,https://www.schmid-holzbau.ch/en/,NaN,NaN,NaN,NaN,wood,NaN,NaN,NaN,NaN,,,
366,Lüscher Holzbau,Lüscher Holzbau AG,"Industriestrasse 3, 5036 Oberentfelden, Aargau, Switzerland",Switzerland,CHE,Aargau,https://www.luescherholzbau.ch,NaN,5.0,50.0,200.0,wood,250000.0,3500.0,47.355229,8.046765,,,
367,Haeberli Holzbau AG,Haeberli Holzbau AG,"Rütistrasse 18, 8355 Aadorf, Thurgau, Switzerland",Switzerland,CHE,Thurgau,https://www.haeberli-holzbau.ch,NaN,NaN,NaN,NaN,wood,NaN,NaN,47.4976,8.9031,,,
368,Nordbohus,Nordbohus AS,"Industriveien 1, 7072 Heimdal, Norway",Norway,NOR,Trøndelag,https://www.nordbohus.no,NaN,25.0,70.0,250.0,wood,215000.0,30000.0,63.3554,10.3571,home,"[""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/b7b07efd699c4aca619c2595feaa7dfe37a84aa2-1920x1152.heif?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/bf34320c97ed16afa5be16d2f4f7d67eac0c6663-8660x5773.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/744a70dc00970d9b19358a5dc73f0f3cd9eb2712-1920x1080.webp?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/6d7834ab247dcdd55132644cb2fbab00cb9a446b-1920x1080.webp?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/726c9c12ead08a00605c9f4ef73fe80607216b50-1920x1080.webp?w=3840&q=75&fit=clip&auto=format""]","[""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/c102a7b11501cfd2c6818105cd97833ea7281067-1280x732.png?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/1c82fa9546ba1f8af3ae8cc86e9f0a1c6398b3e9-1920x727.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/e001afb289943a0480ee02366103cc7a1df8917c-1057x705.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/265fe8e73c8eb08d84489b4a5e231b012e3badaf-2515x2000.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/nordbohus-production/64c5b8f2ee5ad66c5e3c0548d607c9c97138309f-1200x899.jpg?w=3840&q=75&fit=clip&auto=format""]"
369,Mesterhus,Mestergruppen AS,"Rosenholmveien 25, 1414 Trollåsen, Norway",Norway,NOR,Viken,https://www.mesterhus.no,NaN,50.0,80.0,300.0,wood,2000000.0,30000.0,59.8303,10.8067,home,"[""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/02c739e4b9761e767c67bcde6f69961a9f4fc95d-3840x1913.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/35dd0855bef0e54577235dcf03ec9e753ad456ce-3500x2500.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/9236c89efdd3f63c217939be0bc5926542613c01-750x531.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/a193c1569efd74ce6330cee8feb0bd68c7de35fc-1670x800.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/mesterhus-production/d0ae914e5d343cb4920e1e03ea2050fbfc52c1c4-1670x800.jpg?w=3840&q=75&fit=clip&auto=format""]",
370,Systemhus,Mestergruppen AS,"Nils Hansens vei 2, 0667 Oslo, Norway",Norway,NOR,Oslo,https://www.systemhus.no,NaN,45,60.0,553.4,wood,2500000.0,22000.0,59.917,10.8479,home,"[""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/2802fe0ee5c7069bf87259216bc6d8da1fa88aa2-1920x1280.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/e625221e749d7da2d19671d1f7d9e0583a63cad9-1920x1080.webp?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/bf70cce78e0d049595b4b8d662908b677144d2eb-5616x3744.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/0a67b32f58e2f020d60dd4925f357cce27909ca3-1430x1080.png?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/1e79a7b2070109b5f3f610a366c6c47e93ae5049-750x421.webp?w=3840&q=75&fit=max&auto=format""]","[""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/fd8edd701c7a73f901c10efc12f048e677960087-960x540.webp?w=3840&q=75&fit=max&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/2e82de9e8c1227e2f456809743bf12d4384ba3b2-1600x900.png?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/c0430bff1c9bfc49fbccefdd75667f5aec519e7d-1600x1000.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/f379afad65dee2c27fd1c7d58ab8e8249e89cb02-2625x1627.webp?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/systemhus-production/c6591c13eedd3dcac38d1422ccd5f80e62724071-1600x1199.webp?w=3840&q=75&fit=clip&auto=format""]"
371,Hedalm Anebyhus,Hedalm Anebyhus AS,"Industrivegen 6, 2335 Stange, Norway",Norway,NOR,Innlandet,https://www.hedalm-anebyhus.no,NaN,20.0,50.0,250.0,wood,2000000.0,30000.0,60.7189,11.1845,home,,
372,Blink Hus,Blink Hus AS,"Elias Smiths vei 24, 1337 Sandvika, Norway",Norway,NOR,Viken,https://www.blinkhus.no,NaN,30.0,44.5,243.5,wood,2500000.0,30000.0,59.8871,10.5256,home,"[""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/e6f28bfbdfaf50e9ef15cba6f200046b30317a4e-8640x5760.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/15fb569d097021e0d2601bae504401edfa2d4e65-1920x1047.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/a8412929744cd376615633e62bf295002e9a95c6-3840x3072.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/864dac24d26af454f2c744e289cdf54e64bbb6b5-1920x1081.jpg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/b76621c585939acf0eab6cdbf55f3e438d71ce01-2752x1536.jpg?rect=315,0,2154,1536&w=3840&q=75&fit=clip&auto=format""]","[""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/3022020978afb0cb71fc2ca013221bb64dbe247b-228x100.svg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/84ee4bb069962f4a7c0bc3f710a583252aae023d-228x100.svg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/3e4592ecabc086176e84d58228d4a1a94c4f0720-228x100.svg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/c697f1c84c7decefceb28df79e68aaebf84f72c5-228x100.svg?w=3840&q=75&fit=clip&auto=format"", ""https://cdn.sanity.io/images/q2buvpwa/blinkhus-production/873b84e805e0b2eac3150d4c5ff5faf089fe19a3-228x100.svg?w=3840&q=75&fit=clip&auto=format""]"
373,BoligPartner,BoligPartner AS,"Hamarveien 10, 2613 Lillehammer, Norway",Norway,NOR,Innlandet,https://boligpartner.no,NaN,80.0,50.0,250.0,wood,1500000.0,25000.0,61.1135,10.4526,home,"[""https://boligpartner-cdn.imgix.net/uploads/boligpartner/biMDsAmy1CXwXQDJJC4KAeVm2friwq7TV9lDbWBP.jpg?w=955&h=490&fit=crop&crop=focalpoint&fp-debug=0&auto=format"", ""https://boligpartner-cdn.imgix.net/uploads/boligpartner/rNvcDf7k1wkZvqV78DhJ5zhtSH6SOATs9BpBpHNC.jpg?w=450&h=379&fit=crop&crop=focalpoint&fp-debug=0&auto=format"", ""https://boligpartner-cdn.imgix.net/uploads/boligpartner/sakBXKGav4MeIKQv7ec2KuZaQUJmPu62NMgPLS1d.jpg?w=450&h=379&fit=crop&crop=focalpoint&fp-debug=0&auto=format"", ""https://boligpartner-cdn.imgix.net/uploads/boligpartner/JXzKYi0CG6T1YH1jl7AKIAeTsMqLk4CdXIfqnUeY.jpg?w=450&h=379&fit=crop&crop=focalpoint&fp-debug=0&auto=format"", ""https://boligpartner-cdn.imgix.net/uploads/boligpartner/9dtR5yNPjvvaPEaIqZjOZc2nSFia5QjN0HFQpJsQ.jpg?w=450&h=379&fit=crop&crop=focalpoint&fp-debug=0&auto=format""]",
374,Norgeshus,Norgeshus AS,"Stammavegen 2, 7224 Melhus, Norway",Norway,NOR,Trøndelag,https://www.norgeshus.no,NaN,30.0,50.0,250.0,wood,1000000.0,30000.0,63.2851,10.2829,home,,
375,Ferdighus,Ferdighus AS,"Null address available, Norway",Norway,NOR,Nord-Norge,https://www.ferdighus.no,NaN,23,NaN,NaN,wood,NaN,NaN,68.1633439,15.2994537,home,"[""https://www.ferdighus.no/crop.php?source=images/2022/05/storala_exteriar_final_bc68.jpg&position=center&width=1170&height=550&quality=95&cache"", ""https://www.ferdighus.no/crop.php?source=images/2022/05/storala_exteriar_final_bc68.jpg&position=center&width=675&height=410&quality=95"", ""https://www.ferdighus.no/crop.php?source=images/2025/06/200_69e0.jpg&position=center&width=675&height=410&quality=95""]","[""https://www.ferdighus.no/crop.php?source=images/2022/05/storala_interiar_final_2fef.jpg&position=center&width=1170&height=550&quality=95&cache""]"
376,OBOS Block Watne,OBOS Block Watne AS,"Hammersborg Torg 1, 0179 Oslo, Norway",Norway,NOR,Oslo,https://obosblockwatne.no,NaN,20.0,60.0,200.0,wood,2500000.0,35000.0,59.917984,10.752398,home,"[""https://cdn.sanity.io/images/tq6w17ny/prod/d793ad1599335d74d2743b1f4bdb915587149951-7839x5226.jpg?w=3840&h=2560&auto=format&fit=min"", ""https://cdn.sanity.io/images/tq6w17ny/prod/8b1fd9e0c289fd8d7e1dfd41d3c2bfa00bac6cad-2048x1366.jpg?w=3840&h=2561&auto=format&fit=min"", ""https://cdn.sanity.io/images/tq6w17ny/prod/efb3b1ed1edd9280846629f85d95bd0c7ff9702f-1280x700.jpg?w=3840&h=2100&auto=format&fit=min"", ""https://cdn.sanity.io/images/tq6w17ny/prod/f6d0f11c843eacf02b4d75b9cbfc10c73d8ef2d3-3456x2304.jpg?w=3840&h=2560&auto=format&fit=min""]",
377,Älvsbyhus Norge,Älvsbyhus Norge AS,"Rosenholmveien 25, 1414 Trollåsen, Norway",Norway,NOR,Viken,https://www.alvsbyhus.no,NaN,15,107,192,wood,183000,2180,59.8352,10.8086,home,"[""https://www.alvsbyhus.no/AdaptiveImages/optimizely/de6fb104-bf90-4d5c-911e-38cb7b7889a2/ase_remake_34g_no.jpg?cropleft=1344&cropright=3453&cropbottom=3749&quality=85&width=767&height=1363&stamp=3825d151d7e480cdb1fdfcf7ff83c2c7fd9ec99d"", ""https://www.alvsbyhus.no/AdaptiveImages/optimizely/12edd133-61e4-4e8e-99a5-6cda87b9fb11/he_synlighet_alvsbyhus_0819_edit-for-web_mn.jpg?cropleft=82&cropright=1417&quality=75&width=786&height=589&stamp=16f841b8aa59287c8938532610152d840a884161"", ""https://www.alvsbyhus.no/AdaptiveImages/optimizely/0b87500e-f2bf-41be-865f-98cc266ca798/21_stue_3.jpg?cropleft=1294&cropright=5327&croptop=958&cropbottom=3983&quality=75&width=375&height=281&stamp=a4efe73edc7a3a0b9ad33c5c38f12a960a5548b8"", ""https://www.alvsbyhus.no/AdaptiveImages/optimizely/9fe1f50a-4c62-44e9-bf61-1fccc5f2f558/ah_2024_eva_19g_baksida_kvall_no.jpg?quality=75&width=375&height=281&stamp=c4cd3b538fe498f4bf984d69830e40af267c6b37"", ""https://www.alvsbyhus.no/AdaptiveImages/optimizely/7a064181-2f54-4e0d-8000-5d858dd6e965/huskatalog_mockup_liggende_sep_2025.jpg?cropleft=5&cropright=2672&quality=65&width=400&height=300&stamp=c4cef069baa7008010655b7e049f869f4582cfde""]",
378,Hus1 Norge,Hus1 Norge AS,"Industriveien 8, 1481 Hagan, Norway",Norway,NOR,NaN,https://www.hus1norge.no,NaN,12.0,60.0,200.0,wood,2000000.0,25000.0,60.0111,10.876,home,"[""https://www.hus1norge.no/uploads/8__b96dc360-8962-4e67-aa38-2b0cb7a2b484__xl.jpg"", ""https://www.hus1norge.no/uploads/Heroyfjord_eksterior-md__xl.jpg"", ""https://www.hus1norge.no/uploads/Bygdoey__xl.jpg"", ""https://www.hus1norge.no/uploads/Vanntinden__xl.jpg"", ""https://www.hus1norge.no/uploads/Tanafjord_eksterior__me.jpg""]",
379,Basecamp Explorer,Basecamp Explorer Group AS,"Dronningens Gate 23, 0154 Oslo, Norway",Norway,NOR,Oslo,https://www.basecampexplorer.com,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.911111,10.746111,,,
380,Rindalshytter,NaN,NaN,NaN,NaN,NaN,https://rindalshytter.no/,NaN,5,NaN,NaN,wood,NaN,NaN,63.0479137,9.2135669,home,,
381,Hedda Hytter,Hedda Hytter AS,"Industriveien 1, 2580 Folldal, Norway",Norway,NOR,Innlandet,https://www.hedda.no,NaN,6.0,47.0,154.0,wood,1200000.0,30000.0,61.0995,9.9998,home,"[""https://www.hedda.no/wp-content/uploads/2024/06/HG23-IMG_4418-scaled-e1748603570131-680x510.jpg"", ""https://www.hedda.no/wp-content/uploads/2017/05/Hedvig-16-680x510.jpg"", ""https://www.hedda.no/wp-content/uploads/2021/05/Hedda-skumring-host_justert-1920x1094-1-1536x875.jpeg"", ""https://www.hedda.no/wp-content/uploads/2024/03/8659296427_5243bdb064_o-680x510.jpg"", ""https://www.hedda.no/wp-content/uploads/2021/05/MG_8347-680x510.jpeg""]",
382,Saltdalshus,Saltdalshus AS,"Industriveien 53, 8250 Rognan, Norway",Norway,NOR,Nordland,https://saltdalshus.no,NaN,20,50.0,200.0,wood,nan,nan,67.0962,15.3917,home,,
383,Element Nor,Element Nor AS,"Rosenholmveien 25, 1414 Trollåsen, Norway",Norway,NOR,Viken,https://www.elementnor.no,NaN,5.0,60.0,250.0,wood,1500000.0,25000.0,59.8336,10.803,panels,"[""http://elementnor.no/wp-content/uploads/2017/08/logo_ENor_kvit.png"", ""https://elementnor.no/wp-content/uploads/2023/05/Miljofyrtarn_Sertifisert-virksomhet_Positiv-horisontal_Stor-300x131.png"", ""https://elementnor.no/wp-content/uploads/2024/01/ISO-9001-sertifikat.png"", ""https://elementnor.no/wp-content/uploads/2024/01/ISO-14001-sertifikat.png""]",
384,Módulhús,Módulhús ehf.,"Krókháls 5a, 110 Reykjavík, Iceland",Iceland,ISL,Reykjavík,https://www.modulhus.is,NaN,5.0,30.0,150.0,wood,12000000.0,250000.0,64.128665,-21.816764,home,,
385,Húsasmiðjan,Húsasmiðjan hf.,"Skútuvogur 8, 104 Reykjavík, Iceland",Iceland,ISL,NaN,https://www.husa.is,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.138049,-21.848653,home,,
386,Límtré Vírnet,Límtré Vírnet hf.,"Gylfaflöt 5, 112 Reykjavík, Iceland",Iceland,ISL,Capital Region,https://www.limtrevirnet.is,NaN,5.0,50.0,200.0,wood,15000000.0,300000.0,64.147343,-21.704855,home,"[""https://limtrevirnet.is/wp-content/uploads/2023/02/Límtre-Virnet-hero.jpg"", ""https://limtrevirnet.is/wp-content/uploads/2023/02/Limtre-Virnet-Content-feature.jpg"", ""https://limtrevirnet.is/wp-content/uploads/2024/06/Steinullareiningar-1-667x1024.jpg"", ""https://limtrevirnet.is/wp-content/uploads/2023/03/Frístundahús-Knattspyrnuhús-Höfn.jpeg""]",
387,Modularwise,Modularwise Ltd.,"Unit 1, The Business Park, Pleasley Vale, Mansfield, Nottinghamshire, NG19 8RL, United Kingdom",United Kingdom,GBR,East Midlands,https://www.modularwise.co.uk,NaN,5.0,45.0,150.0,wood,80000.0,1600.0,NaN,NaN,home,"[""https://www.modularwise.co.uk/media/hwxkmg2r/dp2.webp"", ""https://www.modularwise.co.uk/media/2vrkhphi/marlborough-park.webp"", ""https://www.modularwise.co.uk/media/uxhhfk0i/01.webp"", ""https://www.modularwise.co.uk/media/afnbhdp0/waterfront_optimised.webp?width=2000&height=1400&v=1db4a54e457cff0"", ""https://www.modularwise.co.uk/media/gy0phx4l/port-isaac-amenity-block-2-2.webp?cc=0.007370395862842413,0,0.007252776240644752,0&width=2000&height=1400&v=1db44b48d8cab50""]","[""https://www.modularwise.co.uk/media/5uof4v3n/enscape_2024-03-15-11-26-49-1.webp?cc=0.19642857142857142,0,0,0&width=2000&height=1400&v=1db44c628e98e90"", ""https://www.modularwise.co.uk/media/ekmdtcd1/08mp.webp?rxy=0.616373168630827,0.6252458502202277&width=2000&height=1400&v=1db44b3a82a2290""]"
388,We Build Eco,We Build Eco Ltd,"15 Kirkland Ave, Ballieston, Glasgow, G69 7JW, United Kingdom",United Kingdom,GBR,Scotland,https://www.webuildeco.com,NaN,5.0,30.0,120.0,wood,55000.0,1600.0,NaN,NaN,home,,
389,Boutique Modern,Boutique Modern Ltd,"Unit 1, Bell Lane, Uckfield, East Sussex, TN22 1QL, United Kingdom",United Kingdom,GBR,East Sussex,https://www.boutiquemodern.co.uk,NaN,5.0,40.0,120.0,timber,95000.0,2000.0,50.9687158,0.0932549,home,,
390,Baufritz,Baufritz (UK) Limited,"The Workplace, Oakington Road, Girton, Cambridge, CB3 0QH, United Kingdom",United Kingdom,GBR,East of England,https://www.baufritz.com/uk/,NaN,5,120.0,400.0,wood,300000.0,2500.0,52.2343779,0.0857231,home,"[""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2024/Willett/Bilder/30970/image-thumb__30970__tabs/Baufritz_Willett_Sept2025_0926_b_NP.1e7f3dc7.jpg"", ""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2020/Locke/Bilder%20Locke/14162/image-thumb__14162__tabs/C1_HillsideApril23_MG_0232-V2_bj.ab37f7e5.jpg"", ""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2021/Long/Bilder%20Long/18462/image-thumb__18462__tabs/HouseLongOct23_0802_bj.07c54a5c.jpg"", ""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2021/Graylings/Bilder%20Graylings/16901/image-thumb__16901__tabs/DJI_0281_bj.73befca1.jpg"", ""https://www.baufritz.com/01_Haeuser/Kundenh%C3%A4user/2016/Hamilton/Bilder%20Hamilton/1211/image-thumb__1211__tabs_auto_51f4dee0e5a410be4a7711404a62489d/-8587022840620051336.5414c53c.jpg""]",
391,Huf Haus,Huf Haus GmbH & Co. KG,"Hartenfelsstraße 4-8, Hartenfels, Rhineland-Palatinate, 56244, Germany",Germany,DEU,Rhineland-Palatinate,https://www.huf-haus.com/en/,NaN,6,134.0,400.0,timber,500000.0,NaN,50.5556,7.7734,home,"[""https://www.huf-haus.com/fileadmin/_processed_/8/0/csm_HUF_Haus_ART_Sonder_UK_9e30afd5d3.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/4/1/csm_Flachdach_-_flat_roof-_Haus_von_HUF_HAUS__1__3dba3cadff.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/e/3/csm_HUF_HAUS_Musterhaus_Leipzig__8__aa579f4246.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/f/c/csm_HUF_Haus_Ausblick__2__b94a196a16.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/7/1/csm_HUF_show_home_London_Brooklands__5__b3a88f3f24.jpg""]","[""https://www.huf-haus.com/fileadmin/_processed_/3/a/csm_HUF_Haus_ART_4_grau_H__6__5c1012a3e3.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/9/1/csm_MAS_119876_698c373dae.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/2/0/csm_HPGB_230263_716461ded7.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/e/b/csm_MCG_HUF_Haus_ART_4__7__7d75be50de.jpg"", ""https://www.huf-haus.com/fileadmin/_processed_/1/b/csm_HUF_Haus_ART_Sonder_UK__14__ae7e31383a.jpg""]"
392,HebHomes,Hebridean Contemporary Homes Limited,"2 Newfield Drive, Dundonald, Kilmarnock, KA2 9EW, United Kingdom",United Kingdom,GBR,Scotland,https://www.hebhomes.com,NaN,13,67.35,270.0,timber,99000.0,NaN,55.592025,-4.58487,home,,
393,Scandia-Hus,Scandia-Hus Limited,"Oakleigh House, Scandia-Hus Business Park, Felcourt Road, Felcourt, East Grinstead, West Sussex, RH19 2LP, United Kingdom",United Kingdom,GBR,West Sussex,https://www.scandia-hus.co.uk,NaN,30.0,100.0,400.0,timber,200000.0,1500.0,51.162767,-0.030879,home,"[""https://www.scandia-hus.co.uk/wp-content/uploads/Lucas-Image-4-1-scaled-e1691509094723.jpg"", ""https://www.scandia-hus.co.uk/wp-content/uploads/The-Paddocks-21-1-scaled-e1691508705352.jpg"", ""https://www.scandia-hus.co.uk/wp-content/uploads/Providence-Field-10-1-scaled-e1691508441704.jpg"", ""https://www.scandia-hus.co.uk/wp-content/uploads/Mendenhall-exteriors-13-scaled-e1691507692298.jpg"", ""https://www.scandia-hus.co.uk/wp-content/uploads/The-Old-School-1-1-scaled-e1691506968998.jpg""]",
394,Koto,Koto Design Ltd,"190 New North Road, London, N1 7BJ, United Kingdom",United Kingdom,GBR,Greater London,https://www.koto.design,NaN,5.0,30.0,200.0,timber,286000,2860,51.532049,-0.088323,home,"[""https://images.squarespace-cdn.com/content/v1/58bec58b8419c2956c1edcdb/1742904568300-J98VGJ8FC6ZF423XZHLK/9J6A0083.jpg"", ""https://images.squarespace-cdn.com/content/v1/58bec58b8419c2956c1edcdb/1679818587601-IAV1YSAZ1XL38E8S86YB/koto-WEB-CABIN-50-13-2.jpg"", ""https://images.squarespace-cdn.com/content/v1/58bec58b8419c2956c1edcdb/1716393038215-FDELD3AVO3424QFITGSZ/Hillwood-Fritton-11.jpeg"", ""https://images.squarespace-cdn.com/content/v1/58bec58b8419c2956c1edcdb/ebfc34bc-66e8-47b2-b7e2-8ddd3f035ef5/Niwa-4.jpg"", ""https://images.squarespace-cdn.com/content/v1/58bec58b8419c2956c1edcdb/93b24584-417b-49bc-92aa-8bbb0456b0e4/Niwa-3.jpg""]",
395,Tingdene Homes,Tingdene Homes Limited,"Bradfield Road, Finedon Road Industrial Estate, Wellingborough, Northamptonshire, NN8 4HB, United Kingdom",United Kingdom,GBR,East Midlands,https://www.tingdene.co.uk,NaN,13.0,45.0,123.0,timber,90000.0,1500.0,52.3240697,-0.6924096,home,,
396,Willerby,Willerby Ltd.,"Imperial House, 1251 Hedon Road, Hull, East Yorkshire, HU9 5NA, United Kingdom",United Kingdom,GBR,Yorkshire and the Humber,https://www.willerby.com,NaN,12.0,30.0,100.0,composite,30000.0,1200.0,53.757785,-0.3088,home,,
397,Homestead Timber Buildings,Homestead Timber Buildings Ltd,"Unit 4, Building A, Church Farm, Ulcombe, Maidstone, Kent, ME17 1DN, United Kingdom",United Kingdom,GBR,Kent,https://www.homesteadtimberbuildings.co.uk,NaN,8.0,20.0,90.0,timber,30000.0,1500.0,52.2055846,0.1179202,home,"[""https://homesteadtimberbuildings.co.uk/wp-content/uploads/2026/01/tenweb_media_sx1spv3yz.webp"", ""https://homesteadtimberbuildings.co.uk/wp-content/uploads/2026/01/tenweb_media_slo6uhe0m.webp"", ""https://homesteadtimberbuildings.co.uk/wp-content/uploads/2026/01/tenweb_media_s3wzmgzjf.webp"", ""https://homesteadtimberbuildings.co.uk/wp-content/uploads/2026/01/tenweb_media_sxh7npjby.webp"", ""https://homesteadtimberbuildings.co.uk/wp-content/uploads/2026/01/tenweb_media_sfigg4vsu.webp""]",
