id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm,latitude,longitude
38,Prefab Structures India Pvt. Ltd.,Prefab Structures India Pvt. Ltd.,,India,IND,,,,,,,,,,,
39,Tata Bluescope Steel,Tata Bluescope Steel Limited,"The Corenthum, 6th Floor, Tower-B, A-41, Sector-62, Noida, Uttar Pradesh, 201301, India",India,IND,Uttar Pradesh,,,,,,steel,,,28.575703999296,77.368796000895
40,Pennar Engineered Building Systems,Pennar Engineered Building Systems Ltd.,"9th Floor, DHFLVC Silicon Towers, Kondapur, Hyderabad, Telangana, 500084, India",India,IND,Telangana,,,,,,steel,,,17.458453,78.370548
41,POD Interiors,,,India,IND,,,,,,,,,,,
42,Champion Prefabs,Champion Infratech Pvt. Ltd.,"No. 36, 1st Floor, NGEF Lane, Indiranagar, Bangalore, Karnataka, 560038, India",India,IND,Karnataka,https://www.championprefabs.com,,10.0,37.16,185.8,wood/timber,500000.0,12000.0,13.006777005739,77.562367002276
43,Modular Homes,,,India,IND,,,,,,,,,,,
44,Prefab World,,,India,IND,,,,,,,,,,,
45,HRS Infrastructure,,,India,IND,,,,,,,,,,,
46,Tata Steel Nest-In,Tata Steel Limited,"43, Jawaharlal Nehru Road, Bengaluru, Karnataka, 560001, India",India,IND,Karnataka,https://www.nestin.co.in,,5.0,37.16,92.9,steel,500000.0,13440.0,12.9186041,77.5204284
47,EcoPro Modular Homes,,,India,IND,,,,,,,,,,,
48,Vnext by Visaka,Visaka Industries Limited,"Gandhi Nagar, Secunderabad, Telangana, 500003, India",India,IND,Telangana,https://www.visaka.co/vnext,,,,,composite,,,17.4837408,78.4475488
49,Champion Prefabs,Champion Infratech Pvt. Ltd.,"No. 11, Nal Wind Tunnel Road, Murugeshpalya, Bangalore, Karnataka, 560017, India",India,IND,Karnataka,https://www.championprefabs.com,,10.0,37.16,185.8,wood/timber,1500000.0,40000.0,12.948420087905,77.6491353218
50,Durobuild,Durobuild India Pvt. Ltd.,"No. 123, Industrial Layout, Jigani, Bengaluru, Karnataka, 560105, India",India,IND,Karnataka,,,5.0,50.0,200.0,steel,1500000.0,30000.0,12.779286,77.639374
51,Epack Polymers,Epack Polymers Private Limited,"B-53, Sector-57, Noida, Uttar Pradesh, 201301, India",India,IND,Uttar Pradesh,,,,,,steel,,,28.6050344,77.3534679
52,Teemage Builders,Teemage Builders Private Limited,"No. 19, 3rd Cross, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka, 560095, India",India,IND,Karnataka,https://www.teemageprecast.in/,,5.0,50.0,200.0,concrete,500000.0,10000.0,12.936468161523,77.618581953912
53,Katerra,Katerra India Pvt. Ltd.,"No. 18/3, 9th Floor, Salarpuria Towers-I, Hosur Road, Bengaluru, Karnataka, 560095, India",India,IND,Karnataka,,,,,,concrete,,,12.937117020105,77.691663977546
54,Prefab Projects,,,India,IND,,,,,,,,,,,
55,Bharathi Cement Prefab,,,India,IND,,,,,,,,,,,
56,Lightweight Solutions,,,India,IND,,,,,,,,,,,
57,Red Earth Prefab,,,India,IND,,,,,,,,,,,
58,Prefab Homes India,Prefab Homes India Pvt. Ltd.,"1234, Example Street, Bengaluru, Karnataka, 560001, India",India,IND,Karnataka,,,5.0,50.0,200.0,concrete,1500000.0,25000.0,12.9800218,77.5927429
59,Trident Prefab,,,India,IND,,,,,,,,,,,
60,Prefab Housing Solutions,,,India,IND,,,,,,,,,,,
61,Nest-In,Tata Steel Limited,"Tata Steel Limited, Nest-In, Floor 3, Jeevan Bharti Tower 1, 124 Connaught Circus, New Delhi, 110001, India",India,IND,Delhi,,,,,,steel,,,28.6324252,77.218791
62,Evens Construction,Evens Construction Pvt. Ltd.,"Evens Construction, Kollam, Kerala, 691001, India",India,IND,Kerala,,,5.0,74.32,185.81,concrete,1500000.0,25000.0,8.8903447,76.586575
63,Jaks Associates,Jaks Associates,"Kaniyamkandathil Building, Near Al Ameen School, Nilambur, Malappuram, Kerala, 679329, India",India,IND,Kerala,,,5.0,46.45,185.81,steel,1500000.0,35000.0,11.2669548,76.2229827
64,BuildNext,BuildNext Construction Solutions Private Limited,"Door No. 11/537-K, Suite 202, Second Floor, DD Vyapar Bhavan, Kadavanthra, Kochi, Kerala, 682020, India",India,IND,Kerala,,,5.0,46.45,185.8,concrete,1200000.0,25000.0,9.9675172,76.3007089
65,Kottoor International,Kottoor International Private Limited,"Kottoor, Kottayam, Kerala, 686001, India",India,IND,Kerala,,,5.0,56.0,186.0,concrete,1500000.0,30000.0,9.6852649,76.6032572
66,Modular Builders,,,India,IND,,,,,,,,,,,
67,Lifecare Builders,,,India,IND,,,,,,,,,,,
68,SFS Homes,Skyline Foundations and Structures Pvt. Ltd.,"SFS Grande, Pattom Palace P.O, Trivandrum, Kerala, 695004, India",India,IND,Kerala,https://www.sfshomes.com,,,,,concrete,,,8.5160257,76.9388571
69,Tritvam,Tritvam Constructions Pvt Ltd,"Marine Drive, Kochi, Kerala, 682018, India",India,IND,Kerala,,,,,,,,,10.0838674,76.210289
70,Infra Housing,Infra Housing Pvt Ltd,"Infra Housing Pvt Ltd, 40/1783, 1st Floor, Jos Brothers, MG Road, Kochi, Kerala, 682016, India",India,IND,Kerala,,,,,,,,,9.9852274,76.2875193
71,Nallalam Builders,,,India,IND,,,,,,,,,,,
72,Featherlite Homes,Featherlite Products Pvt. Ltd.,"No. 16, 3rd Main Road, Ashwini Layout, Ejipura, Bengaluru, Karnataka, 560047, India",India,IND,Karnataka,,,5.0,55.0,150.0,steel,1500000.0,30000.0,12.956859000473,77.615267959244
73,Space Tech Builders,,,India,IND,,,,,,,,,,,
74,Mir Realtors,Mir Realtors Private Limited,"Mir Realtors, Kottayam, Kerala, 686001, India",India,IND,Kerala,https://www.mirrealtors.in,,5.0,55.0,140.0,concrete,1500000.0,27000.0,9.5858421,76.5173759
75,Mather Builders,Mather Builders Private Limited,"Mather Square, Town Railway Station Road, Kochi, Kerala, 682018, India",India,IND,Kerala,https://www.matherprojects.com,,,,,concrete,,,9.994501455133,76.286594472851
76,Skyline Builders,Skyline Foundations and Structures Pvt. Ltd.,"Skyline House, Rajaji Road, Kochi, Kerala, 682035, India",India,IND,Kerala,https://www.skylinebuilders.com,,,,,concrete,,,9.978704620143,76.285416155315
77,Asset Homes,Asset Homes Pvt. Ltd.,"Asset Homes, 33/2566 H1 (3rd Floor), Asset House, NH Bypass, Palarivattom, Kochi, Kerala, 682025, India",India,IND,Kerala,https://assethomes.in,,,,,concrete,,,10.0182242,76.3039232
78,Confident Group,,,India,IND,,,,,,,,,,,
79,Prestige Group,Prestige Estates Projects Limited,"The Falcon House, No. 1, Main Guard Cross Road, Bengaluru, Karnataka, 560001, India",India,IND,Karnataka,https://www.prestigeconstructions.com,,,,,,,,12.980171,77.607311
80,Sobha Limited,Sobha Limited,"SOBHA Corporate Office, Sarjapur - Marathahalli Outer Ring Road (ORR), Devarabisanahalli, Bellandur Post, Bangalore, Karnataka, 560103, India",India,IND,Karnataka,https://www.sobha.com,,,,,,,,12.932177186117,77.687637155458
81,Madhya Pradesh Prefab Homes,,,India,IND,,,,,,,,,,,
82,Indore Modular Builders,Indore Modular Builders Pvt. Ltd.,"123 MG Road, Indore, Madhya Pradesh, 452001, India",India,IND,Madhya Pradesh,,,8.0,50.0,200.0,steel,1500000.0,30000.0,22.70086469254,75.877643435768
83,Bhopal Prefabricated Solutions,,,India,IND,,,,,,,,,,,
84,Jabalpur Factory-Built Homes,,,India,IND,,,,,,,,,,,
85,Gwalior Panelized Homes,,,India,IND,,,,,,,,,,,
86,Ujjain Kit Homes,,,India,IND,,,,,,,,,,,
87,Sagar Modular Housing,,,India,IND,,,,,,,,,,,
88,Rewa Prefab Construction,,,India,IND,,,,,,,,,,,
89,Satna Manufactured Homes,,,India,IND,,,,,,,,,,,
90,Dewas Prefabrication Services,,,India,IND,,,,,,,,,,,
91,Ratlam Modular Solutions,,,India,IND,,,,,,,,,,,
92,Khargone Prefab Builders,,,India,IND,,,,,,,,,,,
93,Hoshangabad Panelized Construction,,,India,IND,,,,,,,,,,,
94,Singrauli Factory-Built Homes,,,India,IND,,,,,,,,,,,
95,Vidisha Kit Home Manufacturers,,,India,IND,,,,,,,,,,,
96,B.E. Billimoria & Co. Ltd.,B.E. Billimoria & Co. Ltd.,"B. E. Billimoria & Co. Ltd., 2nd Floor, East Wing, Electric Mansion, Appasaheb Marathe Marg, Prabhadevi, Mumbai, Maharashtra, 400025, India",India,IND,Maharashtra,https://www.bebanco.com,,,,,,,,19.012386616791,72.825180363294
97,Epack Prefab,Epack Polymers Private Limited,"Plot No. 11, Udyog Kendra II, Ecotech III, Greater Noida, Uttar Pradesh 201306, India",India,IND,Uttar Pradesh,,,,,,steel,,,28.588120992569,77.31395304078
98,Champion Prefabs,Champion Infratech Pvt. Ltd.,"Naigaon, Vasai, Maharashtra, 401208, India",India,IND,Maharashtra,https://www.championprefabs.com,,10.0,37.16,148.64,wood/timber,1000000.0,40000.0,19.3510925,72.8465229
99,Katerra India,Katerra India Private Limited,,India,IND,,,,,,,,,,,
100,Supertech Industries,,,India,IND,,,,,,,,,,,
101,Metastone Constructions,,,India,IND,,,,,,,,,,,
102,Samarth Modular Solutions,,,India,IND,,,,,,,,,,,
103,Modular Kitchen Pune,,,India,IND,,,,,,,,,,,
104,New Life Steel Structures,New Life Steel Structures,"Plot No.4, Survey No.35, Hissa No. 1, Near Sai weigh Bridge, Dhumal Nagar, Waliv, Vasai East, Palghar, Maharashtra, 401208, India",India,IND,Maharashtra,,,,,,steel,,,19.06416,72.9152862
105,Satec Envir Engineering,Satec Envir Engineering Private Limited,"Plot No. K-2, Additional MIDC, P.O. Ambernath, Anand Nagar, Ambernath, Thane, Maharashtra, 421506, India",India,IND,Maharashtra,https://www.satec.co.in,,,,,steel,,,19.186034,73.190531
106,Vesta Modular,,,India,IND,,https://vestamodular.com,,,,,,,,,
107,Prefab Homes India,,,India,IND,,,,,,,,,,,
108,Tata Steel Nest-In,Tata Steel Limited,"Jamshedpur, Maharashtra, India",India,IND,Maharashtra,https://www.tatasteel.com/products-solutions/nest-in/,,5.0,25.0,120.0,steel,500000.0,20000.0,19.957762,77.495465
109,Hindustan Prefab Limited,Hindustan Prefab Limited,"Jangpura, New Delhi, Delhi, 110014, India",India,IND,Delhi,http://www.hindprefab.in/,,,,,concrete,,,28.5849068,77.2424164
110,Poddar Housing and Development Ltd.,Poddar Housing and Development Ltd.,"Unit 3-5, Neeru Silk Mills, Mathuradas Mills Compound, 126 N. M. Joshi Marg, Lower Parel, Mumbai, Maharashtra, 400013, India",India,IND,Maharashtra,,,,,,,,,18.999353302177,72.830404635905
111,Eco-Homes,,,India,IND,,,,,,,,,,,
112,Prefab India,Prefab India Pvt. Ltd.,"123 Industrial Estate, Pune, Maharashtra, 411038, India",India,IND,Maharashtra,,,5.0,50.0,150.0,steel,500000.0,10000.0,18.4965318,73.8027449
113,Unity Infrastructure,,,India,IND,,,,,,,,,,,
114,Prefab Home Builders India,Prefab Home Builders India Pvt Ltd,"123 Industrial Estate, Andheri East, Mumbai, Maharashtra, 400069, India",India,IND,Maharashtra,,,5.0,50.0,150.0,steel,1500000.0,30000.0,19.1132122,72.8582973
115,Reliable Prefab,Reliable Prefab Private Limited,"123 Industrial Estate, Pune, Maharashtra, 411001, India",India,IND,Maharashtra,,,5.0,45.0,150.0,steel,1200000.0,30000.0,18.4960605,73.9191747
116,E-Pack Polymers,E-Pack Polymers Pvt. Ltd.,"Plot No. 11, Ecotech III, Udyog Kendra-II, Greater Noida, Uttar Pradesh, 201306, India",India,IND,Uttar Pradesh,,,,,,steel,,,28.537118,77.453658
117,Magicrete Building Solutions,Magicrete Building Solutions Pvt. Ltd.,"101, 1st Floor, B-Block, Ansal Plaza, Gurugram, Haryana, 122017, India",India,IND,Haryana,https://www.magicrete.in,,,,,concrete,,,28.4918266,77.0054529
118,EPACK Prefab,EPACK Polymers Private Limited,"A-213, Sector 83, Noida, Uttar Pradesh, 201305, India",India,IND,Uttar Pradesh,https://www.epack.in,,,,,steel,,,28.524456,77.3979673
119,Champion Prefabs,Champion Prefabs Pvt. Ltd.,"SCO 43, 1st Floor, Sector 82, JLPL Industrial Area, Mohali, Punjab, 160055, India",India,IND,Punjab,https://www.championprefabs.com,,10.0,37.16,185.8,wood/timber,500000.0,25000.0,30.6697,76.7366
120,Hutch Prefab,Hutch Prefab Pvt. Ltd.,"123 Industrial Area, Mohali, Punjab, 160055, India",India,IND,Punjab,,,5.0,46.45,185.8,steel,1500000.0,35000.0,30.7178072,76.6985062
121,Modular Concepts,Modular Concepts Pvt. Ltd.,"Street Number 4, Industrial Area, Mohali, Punjab, 160055, India",India,IND,Punjab,,,5.0,37.16,185.8,steel,1500000.0,40000.0,30.6697,76.7366
122,Prefab India,Prefab India Pvt. Ltd.,"123 Industrial Area, Phase 8, Mohali, Punjab, 160071, India",India,IND,Punjab,,,5.0,50.0,200.0,steel,500000.0,15000.0,30.7096164,76.7042929
123,Modular Home Concepts,,,India,IND,,,,,,,,,,,
124,Vijay Systems Engineers Pvt. Ltd.,Vijay Systems Engineers Pvt. Ltd.,,India,IND,,,,,,,,,,,
125,Satec Envir Engineering,Satec Envir Engineering (India) Pvt. Ltd.,"Plot No. 38, Industrial Area, Phase 1, Chandigarh, Punjab, 160002, India",India,IND,Chandigarh,https://www.satec.co.in,,,,,steel,,,30.6942,76.7996
126,Metek Building Systems Pvt. Ltd.,,,India,IND,,,,,,,,,,,
127,Vindhya Prefab,,,India,IND,,,,,,,,,,,
128,Prefab Structures India,Prefab Structures India Pvt. Ltd.,"Sector 82, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab, 160055, India",India,IND,Punjab,,,5.0,46.45,185.81,steel,500000.0,20000.0,30.7238265,76.6807006
129,Trident Prefab,,,India,IND,,,,,,,,,,,
130,Prefabricated Steel Structures India,,,India,IND,,,,,,,steel,,,,
131,E-Pack Polymers,E-Pack Polymers Private Limited,"A-2, Sector 132, Noida, Uttar Pradesh, 201304, India",India,IND,Uttar Pradesh,https://www.epackpolymers.com,,5.0,37.16,185.8,steel,500000.0,13500.0,28.5108,77.3801
132,EPACK Prefab,EPACK Prefab Private Limited,"A-191D, Sector 63, Noida, Uttar Pradesh, 201307, India",India,IND,Uttar Pradesh,https://www.epack.in,,8.0,37.16,185.8,steel,500000.0,15000.0,28.6327,77.3886
133,Perfect Metal Structure,Perfect Metal Structure Pvt. Ltd.,"G1-32, RIICO Industrial Area, Khushkhera, Alwar, Rajasthan, 301707, India",India,IND,Rajasthan,https://www.perfectmetalstructure.com,,5.0,46.45,139.35,steel,1500000.0,25000.0,28.1204,76.7798
134,Anmol Prefab,,,India,IND,,,,,,,,,,,
135,Sri Ram Panels,,,India,IND,,,,,,,,,,,
136,Modular Homes,,,India,IND,,,,,,,,,,,
137,Standard Prefab,,,India,IND,,,,,,,,,,,
138,Kumar & Associates,,,India,IND,,,,,,,,,,,
139,New Life Steel Structures,New Life Steel Structures,"E-99, RIICO Industrial Area, Phase I, Beawar, Ajmer, Rajasthan, 305901, India",India,IND,Rajasthan,,,5.0,37.16,148.64,steel,500000.0,13500.0,26.1053774,74.3141592
140,Shree Prefab Steels,Shree Prefab Steels Pvt. Ltd.,"123 Industrial Area, Jaipur, Rajasthan, 302001, India",India,IND,Rajasthan,https://www.shreeprefabsteels.com,,5.0,50.0,150.0,steel,500000.0,12000.0,26.9921975,75.7840554
141,Supertech Industries,Supertech Industries Pvt. Ltd.,"123 Industrial Area, Jaipur, Rajasthan, 302001, India",India,IND,Rajasthan,https://www.supertechindustries.in,,5.0,50.0,200.0,steel,1500000.0,30000.0,26.9921975,75.7840554
142,Pioneer India,Pioneer India Prefab Pvt. Ltd.,"A-1, Industrial Area, Jhotwara, Jaipur, Rajasthan, 302012, India",India,IND,Rajasthan,http://www.pioneerprefab.com/,,5.0,46.45,232.26,steel,500000.0,12000.0,26.9516263,75.7612532
143,Nivritti Structures,Nivritti Structures Private Limited,"123, Industrial Area, Jaipur, Rajasthan, 302006, India",India,IND,Rajasthan,,,5.0,50.0,200.0,steel,1500000.0,20000.0,26.8923821,75.7876156
144,Innovative Prefab,Innovative Prefab Pvt. Ltd.,"123 Industrial Road, Jaipur, Rajasthan, 302001, India",India,IND,Rajasthan,,,5.0,46.45,185.8,steel,1500000.0,32000.0,26.9167453,75.8121746
145,Rajasthan Prefab,,,India,IND,,,,,,,,,,,
146,Champion Prefabs,Champion Infratech Pvt. Ltd.,"No. 3, 2nd Cross, 4th Main, Ashwini Layout, Ejipura, Koramangala, Bangalore, Karnataka, 560047, India",India,IND,Karnataka,https://www.championprefabs.com,,5.0,37.16,185.81,wood/timber,1500000.0,40000.0,12.941360903411,77.619718079278
147,Modular Homes India,Modular Homes India Pvt Ltd,"1234 Example Street, Chennai, Tamil Nadu, 600001, India",India,IND,Tamil Nadu,,,5.0,45.0,150.0,steel,1200000.0,25000.0,13.0776988,80.2917142
148,Epack Prefab,Epack Polymers Private Limited,"B-1, Sector-7, Noida, Uttar Pradesh, 201301, India",India,IND,Uttar Pradesh,,,,,,steel,,,28.5949245,77.3152164
149,Bharat Prefab Solutions,,,India,IND,,,,,,,,,,,
150,Greenway Building Systems,Greenway Building Systems Private Limited,"No. 15, ABC Complex, Anna Salai, Chennai, Tamil Nadu, 600002, India",India,IND,Tamil Nadu,,,5.0,50.0,200.0,steel,1500000.0,30000.0,13.063111746925,80.264379655605
151,Prefab Projects India Pvt Ltd,Prefab Projects India Pvt Ltd,,India,IND,,,,,,,,,,,
152,Everest Industries,Everest Industries Limited,"Genesis Complex, A-32, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi, 110044, India",India,IND,Delhi,https://www.everestind.com,,,,,steel,,,28.5137797,77.2706132
153,Jansons Industries,,,India,IND,,,,,,,,,,,
154,Hibond Prefab,Hibond Prefab Private Limited,"No. 123, Hibond Street, Chennai, Tamil Nadu, 600001, India",India,IND,Tamil Nadu,,,5.0,46.45,139.35,steel,1500000.0,35000.0,13.0776988,80.2917142
155,Trinity Modular Homes,,,India,IND,,,,,,,,,,,
156,Aacess Tough Doors & Frames,,,India,IND,,,,,,,,,,,
157,Satec Envir Engineering,Satec Envir Engineering (India) Pvt. Ltd.,"Plot No. 109, Sector-1, Pithampur Industrial Area, Dhar, Madhya Pradesh, 454775, India",India,IND,Madhya Pradesh,https://www.satec.co.in,,5.0,37.16,92.9,steel,500000.0,15000.0,22.6178,75.7072
158,Supertech Industries,Supertech Industries,"No. 123, Industrial Estate, Perungudi, Chennai, Tamil Nadu, 600096, India",India,IND,Tamil Nadu,https://www.supertechindustries.in,,5.0,37.16,92.9,steel,500000.0,15000.0,12.9742161,80.2475423
159,VME Precast,VME Precast Private Limited,"No. 2/212, Mount Poonamallee Road, Ayyappanthangal, Chennai, Tamil Nadu, 600056, India",India,IND,Tamil Nadu,https://www.vmeprecast.com,,,,,concrete,,,13.040521035044,80.12908228987
160,Prefab Solutions India,,,India,IND,,,,,,,,,,,
161,Techno Build,,,India,IND,,,,,,,,,,,
162,Modtech Solutions,,,India,IND,,,,,,,,,,,
163,Future Homes,,,India,IND,,,,,,,,,,,
164,Strucfabs India,Strucfabs India Private Limited,"123, Industrial Estate, Coimbatore, Tamil Nadu, 641021, India",India,IND,Tamil Nadu,,,5.0,37.16,148.64,steel,1500000.0,40000.0,10.656432099959,77.0429422627
165,Steelion Prefab Infra Solutions,Steelion Prefab Infra Solutions Pvt. Ltd.,"No. 12, Kamarajar Street, Thiruvanmiyur, Chennai, Tamil Nadu, 600041, India",India,IND,Tamil Nadu,https://steelion.in,,5.0,50.0,250.0,steel,800000.0,20000.0,12.976313984476,80.236998023576
166,B-One Infra,B-One Infra Private Limited,"Plot No. 123, Street No. 5, Banjara Hills, Hyderabad, Telangana, 500034, India",India,IND,Telangana,,,5.0,55.0,150.0,steel,1500000.0,30000.0,17.4236064,78.4287674
167,Modular Homes India,,,India,IND,,,,,,,,,,,
168,Sri Sai Modular Homes,,,India,IND,,,,,,,,,,,
169,Telangana Prefab Solutions,,,India,IND,,,,,,,,,,,
170,Green Build Prefab,,,India,IND,,,,,,,,,,,
171,Eco Modular Constructions,,,India,IND,,,,,,,,,,,
172,Bhavana Prefab Homes,Bhavana Prefab Homes Pvt. Ltd.,"1234 Prefab Street, Hyderabad, Telangana, 500001, India",India,IND,Telangana,,,5.0,46.45,185.8,steel,1200000.0,25000.0,17.3934858,78.4706736
173,Innovative Modular Solutions,,,India,IND,,,,,,,,,,,
174,Sunshine Prefab Buildings,,,India,IND,,,,,,,,,,,
175,NextGen Modular Homes,NextGen Modular Homes Pvt. Ltd.,"Plot No. 25, Road No. 10, Banjara Hills, Hyderabad, Telangana, 500034, India",India,IND,Telangana,,,5.0,46.45,139.35,steel,1200000.0,25000.0,17.4168179,78.4266298
176,Smart Prefab Builders,,,India,IND,,,,,,,,,,,
177,FutureBuild Prefab,,,India,IND,,,,,,,,,,,
178,TRS Modular Homes,,,India,IND,,,,,,,,,,,
179,Vibrant Prefab Constructions,,,India,IND,,,,,,,,,,,
180,Pioneer Prefab Structures,Pioneer Prefab Structures Private Limited,"Plot No. 12, Industrial Park, Medchal, Hyderabad, Telangana, 501401, India",India,IND,Telangana,https://www.pioneerprefab.com,,8.0,46.45,185.81,steel,1500000.0,18000.0,17.515539809836,78.495181462958
181,Visionary Modular Homes,,,India,IND,,,,,,,,,,,
182,Urban Prefab Solutions,Urban Prefab Solutions Pvt. Ltd.,"Plot No. 23, Road No. 5, Jubilee Hills, Hyderabad, Telangana, 500033, India",India,IND,Telangana,,,5.0,50.0,200.0,steel,1500000.0,30000.0,17.4281851,78.4221261
183,Hyderabad Modular Builders,,,India,IND,,,,,,,,,,,
184,Sustainable Prefab Creations,,,India,IND,,,,,,,,,,,
185,Dynamic Prefab Technologies,,,India,IND,,,,,,,,,,,
186,Epack Prefab,Epack Polymers Private Limited,"Epack Polymers Private Limited, A-5, Sector 8, Noida, Uttar Pradesh, 201301, India",India,IND,Uttar Pradesh,,,,,,steel,,,28.5992,77.3282
187,Interarch Building Products,Interarch Building Products Pvt. Ltd.,"C-29, Sector 57, Noida, Uttar Pradesh, 201301, India",India,IND,Uttar Pradesh,,,,,,steel,,,28.6050344,77.3534679
188,Modular Concepts India Pvt. Ltd.,Modular Concepts India Pvt. Ltd.,,India,IND,,,,,,,,,,,
189,Tata Steel Nest-In,Tata Steel Limited,"43, Jawahar Nagar, Kanpur, Uttar Pradesh, 208012, India",India,IND,Uttar Pradesh,https://www.nestin.co.in,,5.0,37.16,92.9,steel,500000.0,13500.0,26.4631,80.3228
190,LGS India,LGS India Private Limited,"Plot No. 25, Ecotech 12, Greater Noida, Uttar Pradesh, 201306, India",India,IND,Uttar Pradesh,https://www.lgsindia.com,,5.0,50.0,200.0,steel,1500000.0,30000.0,28.537118,77.453658
191,Hindustan Prefab Limited,Hindustan Prefab Limited,"Jangpura, New Delhi, Delhi, 110014, India",India,IND,Delhi,http://www.hindprefab.in,,,,,concrete,,,28.5849068,77.2424164
192,Bharat Prefab Solutions,,,India,IND,,,,,,,,,,,
193,Satec Envir Engineering Pvt. Ltd.,Satec Envir Engineering Pvt. Ltd.,"Plot No. 901-914, GIDC, Umbergaon, Valsad, Gujarat, 396171, India",India,IND,Gujarat,https://www.satec.co.in,,,,,steel,,,20.1674036,72.7731066
194,Vishwakarma Prefab,Vishwakarma Prefab Private Limited,"123, Industrial Area, Kanpur, Uttar Pradesh, 208012, India",India,IND,Uttar Pradesh,,,5.0,45.0,150.0,steel,500000.0,15000.0,26.466823,80.3187605
195,Kumar and Associates,,,India,IND,,,,,,,,,,,
196,Epack Prefab,Epack Polymers Private Limited,"B-2, Noida Phase-II, Gautam Budh Nagar, Uttar Pradesh, 201305, India",India,IND,Uttar Pradesh,https://www.epackpolymers.com,,,,,steel,,,28.5459,77.4086
197,Bhardwaj Buildtech Pvt Ltd,,,India,IND,,,,,,,,,,,
198,Magicrete Building Solutions,Magicrete Building Solutions Pvt Ltd,"101-104, 1st Floor, Tower D, Unitech Business Zone, Nirvana Country, Sector 50, Gurgaon, Haryana, 122018, India",India,IND,Haryana,https://www.magicrete.in,,,,,concrete,,,28.413893998793,77.05700202708
199,Porta Cabin Systems,Porta Cabin Systems Pvt. Ltd.,"C-5, Street 22, Madhu Vihar, Patparganj, Delhi, 110092, India",India,IND,Delhi,,,5.0,18.58,92.9,steel,300000.0,15000.0,28.6364,77.3046
200,Champion Prefabs,Champion Infratech Pvt. Ltd.,"Champion Prefabs, A-15, Hauz Khas, New Delhi, Delhi, 110016, India",India,IND,Delhi,https://championprefabs.com,,10.0,46.45,185.81,wood/timber,1500000.0,32500.0,28.5534,77.2074
201,Jindal Prefab,Jindal Prefab Private Limited,"C-6/5, Safdarjung Development Area, Hauz Khas, New Delhi, Delhi, 110016, India",India,IND,Delhi,http://www.jindalprefab.com,,5.0,46.45,185.8,steel,500000.0,15000.0,28.5477971,77.1969597
202,Kothari Associates,Kothari Associates,,India,IND,,,,,,,,,,,
203,Pushpa Prefab,,,India,IND,,,,,,,,,,,
204,Richa Industries,Richa Industries Limited,"Plot No. 29, DLF Industrial Area, Phase-II, Faridabad, Haryana, 121003, India",India,IND,Haryana,https://www.richa.in,,,,,steel,,,28.462408624119,77.307005901409
205,LGS India,LGS India Pvt Ltd,"C-16, Okhla Industrial Area Phase I, New Delhi, Delhi, 110020, India",India,IND,Delhi,,,5.0,46.45,185.81,steel,1500000.0,32600.0,28.5046676,77.287441
206,Modular Concepts India,,,India,IND,,,,,,,,,,,
207,Prefab Homes India,,,India,IND,,,,,,,,,,,
208,EPACK Prefab,EPACK Polymers Private Limited,"A-213, Sector 63, Noida, Uttar Pradesh, 201301, India",India,IND,Uttar Pradesh,https://www.epackprefab.in,,5.0,46.45,185.8,steel,1500000.0,32258.0,28.5953725,77.3793221
209,Pyramid Prefab India,Pyramid Prefab India Pvt. Ltd.,"A-12, Okhla Industrial Area Phase II, New Delhi, Delhi, 110020, India",India,IND,Delhi,,,5.0,37.16,92.9,steel,1200000.0,35000.0,28.5332515,77.2699539
210,Satec Envir Engineering India Pvt Ltd,Satec Envir Engineering India Pvt Ltd,"A-8, Mayapuri Industrial Area, Phase-1, New Delhi, Delhi, 110064, India",India,IND,Delhi,https://www.satec.co.in,,,,,steel,,,28.63229739416,77.128770396639
211,Jammu Prefab,,,India,IND,,,,,,,,,,,
212,Kashmir Prefabricated Solutions,Kashmir Prefabricated Solutions Pvt. Ltd.,,India,IND,,,,,,,,,,,
213,Himalayan Modular Homes,,,India,IND,,,,,,,,,,,
214,Valley Prefab Structures,,,India,IND,,,,,,,,,,,
215,JK Smart Homes,,,India,IND,,,,,,,,,,,
216,EcoPanel Homes,,,India,IND,,,,,,,,,,,
217,Mountain View Prefab,,,India,IND,,,,,,,,,,,
218,Green Valley Homes,,,India,IND,,,,,,,,,,,
219,Snowline Modular Builders,,,India,IND,,,,,,,,,,,
220,Kashmir Kit Homes,,,India,IND,,,,,,,,,,,
221,Everest Prefab Industries,,,India,IND,,,,,,,,,,,
222,Zenith Modular Solutions,,,India,IND,,,,,,,,,,,
223,J&K Prefab Constructions,,,India,IND,,,,,,,,,,,
224,Paradise Prefab Homes,,,India,IND,,,,,,,,,,,
225,Trikuta Homes,Trikuta Homes Pvt. Ltd.,,India,IND,,,,,,,,,,,
1,"Beijing Yingchuang Building Technique Co., Ltd.",,,China,CHN,,,,,,,,,,,
2,"Beijing Wanhua Zhibo Green Building Technology Co., Ltd.","Beijing Wanhua Zhibo Green Building Technology Co., Ltd.",,China,CHN,,,,,,,,,,,
