id,brand,head_office_legal_name,address,country,country_code,region,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
196,Epack Prefab,Epack Polymers Private Limited,"B-2, Noida Phase-II, Gautam Budh Nagar, Uttar Pradesh, 201305, India",India,IND,Uttar Pradesh,https://www.epackpolymers.com,,,,,steel,,
197,Bhardwaj Buildtech Pvt Ltd,,,India,IND,,,,,,,,,
198,Magicrete Building Solutions,Magicrete Building Solutions Pvt Ltd,"101-104, 1st Floor, Tower D, Unitech Business Zone, Nirvana Country, Sector 50, Gurgaon, Haryana, 122018, India",India,IND,Haryana,https://www.magicrete.in,,,,,concrete,,
199,Porta Cabin Systems,Porta Cabin Systems Pvt. Ltd.,"C-5, Street 22, Madhu Vihar, Patparganj, Delhi, 110092, India",India,IND,Delhi,,,5.0,18.58,92.9,steel,300000.0,15000.0
200,Champion Prefabs,Champion Infratech Pvt. Ltd.,"Champion Prefabs, A-15, Hauz Khas, New Delhi, Delhi, 110016, India",India,IND,Delhi,https://championprefabs.com,,10.0,46.45,185.81,wood,1500000.0,32500.0
201,Jindal Prefab,Jindal Prefab Private Limited,"C-6/5, Safdarjung Development Area, Hauz Khas, New Delhi, Delhi, 110016, India",India,IND,Delhi,http://www.jindalprefab.com,,5.0,46.45,185.8,steel,500000.0,15000.0
202,Kothari Associates,Kothari Associates,,India,IND,,,,,,,,,
203,Pushpa Prefab,,,India,IND,,,,,,,,,
204,Richa Industries,Richa Industries Limited,"Plot No. 29, DLF Industrial Area, Phase-II, Faridabad, Haryana, 121003, India",India,IND,Haryana,https://www.richa.in,,,,,steel,,
205,LGS India,LGS India Pvt Ltd,"C-16, Okhla Industrial Area Phase I, New Delhi, Delhi, 110020, India",India,IND,Delhi,,,5.0,46.45,185.81,steel,1500000.0,32600.0
206,Modular Concepts India,,,India,IND,,,,,,,,,
207,Prefab Homes India,,,India,IND,,,,,,,,,
208,EPACK Prefab,EPACK Polymers Private Limited,"A-213, Sector 63, Noida, Uttar Pradesh, 201301, India",India,IND,Uttar Pradesh,https://www.epackprefab.in,,5.0,46.45,185.8,steel,1500000.0,32258.0
209,Pyramid Prefab India,Pyramid Prefab India Pvt. Ltd.,"A-12, Okhla Industrial Area Phase II, New Delhi, Delhi, 110020, India",India,IND,Delhi,,,5.0,37.16,92.9,steel,1200000.0,35000.0
210,Satec Envir Engineering India Pvt Ltd,Satec Envir Engineering India Pvt Ltd,"A-8, Mayapuri Industrial Area, Phase-1, New Delhi, Delhi, 110064, India",India,IND,Delhi,https://www.satec.co.in,,,,,steel,,
211,Jammu Prefab,,,India,IND,,,,,,,,,
212,Kashmir Prefabricated Solutions,Kashmir Prefabricated Solutions Pvt. Ltd.,,India,IND,,,,,,,,,
213,Himalayan Modular Homes,,,India,IND,,,,,,,,,
214,Valley Prefab Structures,,,India,IND,,,,,,,,,
215,JK Smart Homes,,,India,IND,,,,,,,,,
216,EcoPanel Homes,,,India,IND,,,,,,,,,
217,Mountain View Prefab,,,India,IND,,,,,,,,,
218,Green Valley Homes,,,India,IND,,,,,,,,,
219,Snowline Modular Builders,,,India,IND,,,,,,,,,
220,Kashmir Kit Homes,,,India,IND,,,,,,,,,
221,Everest Prefab Industries,,,India,IND,,,,,,,,,
222,Zenith Modular Solutions,,,India,IND,,,,,,,,,
223,J&K Prefab Constructions,,,India,IND,,,,,,,,,
224,Paradise Prefab Homes,,,India,IND,,,,,,,,,
225,Trikuta Homes,Trikuta Homes Pvt. Ltd.,,India,IND,,,,,,,,,
