id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
159,Polish Modular Houses,Polish Modular Houses Sp. z o.o.,"ul. Przykładowa 1, 00-001 Warszawa, Poland",https://www.polishmodularhouses.pl,NaN,5,30.0,150.0,wood,25000.0,1000.0
160,Ekoinbud,Ekoinbud Sp. z o.o.,"ul. Budowlanych 31, 80-298 Gdańsk, Poland",https://ekoinbud.pl,NaN,5,35.0,150.0,wood,50000.0,1200.0
161,Partner S.A.,Partner S.A.,"ul. Jana Pawła II 66, 00-170 Warszawa, Poland",https://www.partner-sa.pl,NaN,5,50.0,150.0,wood,50000.0,1000.0
162,Balex Metal,Balex Metal Sp. z o.o.,"ul. Wejherowska 12C, 84-239 Bolszewo, Poland",https://www.balex.eu/,NaN,NaN,NaN,NaN,steel,NaN,NaN
163,Solace House,Solace House Sp. z o.o.,"ul. Przykladowa 123, 00-001 Warsaw, Poland",https://www.solacehouse.pl,NaN,5,50.0,150.0,timber,50000.0,1000.0
164,Domek na Zawsze,Domek na Zawsze Sp. z o.o.,"ul. Przykładowa 12, 00-123 Warszawa, Poland",https://www.domeknazawsze.pl,NaN,5,50.0,150.0,wood,45000.0,1200.0
165,Bodex,Bodex Sp. z o.o.,"ul. Węglowa 1, 81-341 Gdynia, Poland",https://www.bodex.pl,NaN,5,35.0,150.0,wood,30000.0,800.0
166,Lipińscy Domy,Lipińscy Domy Sp. z o.o.,"ul. Kobierzycka 23, 52-315 Wrocław, Poland",https://lipinscy.pl,NaN,50,50.0,250.0,wood,30000.0,1200.0
167,Firma Kuncer,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
168,Marcopol,Marcopol Sp. z o.o.,"ul. Oliwska 100, 80-209 Chwaszczyno, Poland",https://www.marcopol.pl,NaN,NaN,nan,nan,NaN,nan,nan
169,Domy z Wizją,Domy z Wizją Sp. z o.o.,"ul. Wrocławska 16, 55-040 Bielany Wrocławskie, Poland",https://www.domyzwizja.pl,NaN,15,75.0,250.0,wood,75000.0,1200.0
170,RD Rýmařov,RD Rýmařov s.r.o.,"8. května 1191/45, Rýmařov, 795 01, Czech Republic",https://www.rdrymarov.cz,NaN,12,80.0,200.0,wood,95000.0,1200.0
171,ELK Fertighaus,ELK s.r.o.,"Nová Ves 275, 379 01 Třeboň, Czech Republic",https://www.elk.cz,NaN,20,70.0,220.0,wood,100000.0,1400.0
172,Canaba,Canaba a.s.,"Beranových 65, 199 00 Praha 9 - Letňany, Czech Republic",https://www.canaba.cz,NaN,12,74.0,198.0,concrete,95000.0,1450.0
173,Haas Fertigbau,Haas Fertigbau Chanovice s.r.o.,"Chanovice 102, Chanovice, 341 01, Czech Republic",https://www.haas-fertigbau.cz,NaN,12,80.0,220.0,wood,115000.0,1450.0
174,Ekonomické stavby,Ekonomické stavby s.r.o.,"Chotíkov 451, Chotíkov, 330 17, Czech Republic",https://www.ekonomicke-stavby.cz,NaN,20,80.0,250.0,concrete,80000.0,1200.0
175,Dřevostavby Biskup,"Dřevostavby Biskup, s.r.o.","U Studánky 620, 407 77 Šluknov, Czech Republic",https://www.drevostavbybiskup.cz,NaN,5,80.0,150.0,wood,70000.0,875.0
176,Vesper Frames,Vesper Homes s.r.o.,"V Parku 2336/22, Prague, 148 00, Czech Republic",https://www.vesperhomes.cz,NaN,5,60.0,250.0,CLT,80000.0,1200.0
177,Domesi,Domesi s.r.o.,"Křenova 438/7, 162 00 Praha 6, Czech Republic",https://www.domesi.cz,NaN,6,50.0,200.0,wood,85000.0,1500.0
178,Easy Homes Solutions,Easy Homes Solutions s.r.o.,"Na Příkopě 858/20, 110 00 Prague 1, Czech Republic",https://www.easyhomes.cz,NaN,7,65.0,150.0,wood,75000.0,1200.0
179,Atrium,Atrium s.r.o.,"Vojkov 73, Veselí nad Lužnicí, 391 81, Czech Republic",https://www.atrium.cz,NaN,20,60.0,200.0,wood,75000.0,1200.0
180,Hoffmann,Hoffmann spol. s r.o.,"Vrbenská 2290, České Budějovice, 370 01, Czech Republic",https://www.hoffmann.cz,NaN,5,60.0,150.0,wood,80000.0,1500.0
181,J.Group,J.Group s.r.o.,"Václavské náměstí 808/66, 110 00 Praha 1, Czech Republic",https://www.j-group.cz,NaN,5,45.0,150.0,wood,75000.0,1500.0
182,Wood System,Wood System s.r.o.,"Čechyně 116, Rousínov, 683 01, Czech Republic",https://www.woodsystem.cz,NaN,18,60.0,200.0,wood,50000.0,1250.0
183,Thermo Plus,Thermo Plus s.r.o.,null,http://www.thermoplus.cz,NaN,NaN,nan,nan,null,nan,nan
184,Origis,Origis s.r.o.,"Na Pankráci 1724/129, 140 00 Praha 4, Czech Republic",https://www.origis.cz,NaN,5,50.0,200.0,wood,50000.0,1200.0
185,WOLF System,WOLF Systembau Gesellschaft m.b.H.,"Na Záhonech 1177, 686 04 Kunovice, Czech Republic",https://www.wolfsystem.cz,NaN,5,80.0,200.0,wood,120000.0,1500.0
186,KOMA Modular,KOMA MODULAR s.r.o.,"Říčanská 1198, 763 12 Vizovice, Czech Republic",https://www.koma-modular.cz,NaN,10,18.0,150.0,steel,15000.0,1200.0
187,MS Haus,MS HAUS s.r.o.,"Na Pískách 1003, Dřevčice, 250 01 Brandýs nad Labem-Stará Boleslav, Czech Republic",https://www.mshaus.cz,NaN,10,50.0,200.0,wood,50000.0,1200.0
188,Moravské dřevostavby,Moravské dřevostavby s.r.o.,"Rybářská 122/7, Brno, 603 00, Czech Republic",https://www.moravskedrevostavby.cz,NaN,5,60.0,150.0,wood,95000.0,1600.0
189,PURLIVE,"PURLIVE, spol. s r.o.","Na Drahách 814, Slavkov u Brna, 684 01, Czech Republic",https://www.purlive.cz,NaN,5,50.0,150.0,wood,60000.0,1200.0
190,Habitat Modular,"Habitat Modular, Lda.","Rua dos Prefabricados 123, 4100-450 Porto, Portugal",https://www.habitatmodular.pt,NaN,8,45.0,200.0,wood,45000.0,1500.0
191,Kofinas Prefabricated Houses,Kofinas O.E.,"Markopoulo Industrial Area, Markopoulo Mesogeas, 19003, Greece",https://www.kofinas.gr,NaN,10,50.0,300.0,wood,50000.0,1200.0
192,EcoKit,EcoKit Homes Ltd.,"123 Greenway Road, Prague, 110 00, Czech Republic",https://www.ecokit.com,NaN,5,50.0,150.0,wood,80000.0,1500.0
193,Domical,Domical S.A.,"123 Prefab Street, Athens, 10434, Greece",https://www.domical.gr,NaN,5,50.0,200.0,steel,55000.0,1100.0
194,Provilma,Provilma S.A.,"123 Example Street, Athens, 11524, Greece",https://www.provilma.gr,NaN,5,50.0,150.0,concrete,50000.0,1000.0
195,Oiko Kataskevastiki,Oiko Kataskevastiki S.A.,"123 Prefab St, Athens, 10434, Greece",https://www.oikokataskevastiki.gr,NaN,8,60.0,200.0,timber,50000.0,1200.0
196,Modulus,NaN,NaN,NaN,NaN,NaN,nan,nan,NaN,nan,nan
197,Oikonomou Prefabricated Houses,Oikonomou Prefabricated Houses Ltd.,"123 Example Street, Athens, 10434, Greece",https://www.oikonomouhouses.gr,NaN,5,50.0,150.0,concrete,50000.0,1200.0
198,Kleemann Houses,Kleemann Hellas S.A.,"Kleemann Hellas S.A., Kilkis Industrial Area, Stavrochori, Kilkis, 61100, Greece",https://www.kleemannhouses.com,NaN,5,50.0,200.0,steel,75000.0,1500.0
199,ZETA Prefabs,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,ThermoHouse,Thermo House Limited,"Unit 11, Westpoint Business Park, Clieveragh, Listowel, County Kerry, V31 RW10, Ireland",https://www.thermohouse.ie,NaN,5,60.0,250.0,concrete,80000.0,1500.0
201,Oikodomiki Kritis,Oikodomiki Kritis S.A.,null,https://www.oikodomikikritis.gr,NaN,NaN,nan,nan,null,nan,nan
202,BioHome,BioHome S.A.,"123 Prefab Street, Athens, 10431, Greece",https://www.biohome.gr,NaN,5,45.0,150.0,wood,75000.0,1200.0
203,Tzikas Building Constructions,Tzikas Building Constructions S.A.,"123 Main Street, Athens, 10558, Greece",https://www.tzikasconstructions.gr,NaN,5,45.0,200.0,concrete,50000.0,1200.0
204,Karavanas Prefab Homes,NaN,NaN,https://www.karavanas.gr,NaN,NaN,nan,nan,NaN,nan,nan
205,Ecospace Greece,Ecospace Greece Ltd,"123 Example Street, Athens, 10434, Greece",https://www.ecospacegreece.com,NaN,5,50.0,150.0,wood,50000.0,1000.0
206,Clancy Homes,Clancy Construction Ltd,"Drumgoold, Enniscorthy, Co. Wexford, Y21 K4A0, Ireland",https://clancyhomes.ie,NaN,4,50.0,150.0,timber,120000.0,2000.0
207,EcoMod,EcoMod Ltd.,"Unit C, M7 Business Park, Newhall, Naas, Co. Kildare, W91 X0XW, Ireland",https://www.ecomod.ie,NaN,5,45.0,150.0,wood,75000.0,1500.0
208,Irish Timber Frame Homes,Irish Timber Frame Homes Ltd,"Kilkenny Road, Clogh, Castlecomer, Co. Kilkenny, R95 YD26, Ireland",https://www.irishtimberframehomes.ie,NaN,5,80.0,250.0,timber,100000.0,1250.0
209,Modern Homes Ireland,Modern Homes Ireland Ltd,"Unit 1, Graiguecullen, Carlow, R93 E2K7, Ireland",https://www.modernhomesireland.ie,NaN,5,70.0,200.0,concrete,100000.0,1500.0
210,Kingspan Timber Solutions,Kingspan Timber Solutions Limited,"Dublin Road, Kingscourt, A82 XY31, Co. Cavan, Ireland",https://www.kingspantimbersolutions.com,NaN,NaN,nan,nan,timber,nan,nan
211,QuickHomes,QuickHomes EU Ltd.,"123 Prefab Street, Berlin, 10115, Germany",https://www.quickhomes.eu,NaN,5,45.0,150.0,wood,75000.0,1500.0
212,Modular Homes Ireland,MHI - Modular Homes Ireland Limited,"Unit 1, Airside Business Park, Swords, Co. Dublin, Ireland",https://www.modularhomesireland.ie,NaN,5,45.0,150.0,timber,75000.0,1500.0
213,Ballytherm,Ballytherm Limited,"Ballyconnell, Co. Cavan, Ireland",https://www.ballytherm.ie,NaN,NaN,nan,nan,NaN,nan,nan
214,Timber Frame Ireland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215,Eco Timber Frame,Eco Timber Frame Ltd.,"Unit 2, Ballymount Industrial Estate, Walkinstown, Dublin 12, Ireland",https://www.ecotimberframe.ie,NaN,5,80.0,250.0,timber,150000.0,1800.0
216,Clodagh Construction,Clodagh Construction Ltd.,"123 Main Street, Dublin, D01 ABC2, Ireland",https://www.clodaghconstruction.ie,NaN,5,50.0,150.0,wood,75000.0,1500.0
217,Cygnum Timber Frame,Cygnum Timber Frame Ltd.,"Coolcour, Macroom, Co. Cork, P12 FX99, Ireland",https://www.cygnum.ie,NaN,5,80.0,250.0,timber,120000.0,1500.0
218,Century Homes,Century Homes Ltd,"Century House, Dublin Road, Monaghan, H18 XN39, Ireland",https://www.centuryhomes.ie,NaN,5,80.0,250.0,timber,75000.0,1200.0
219,Lodgico,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220,Lighthouse Building Projects,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221,Ecokit,Ecokit Concept SRL,"Strada Mihai Eminescu 15, Cluj-Napoca, 400000, Romania",https://www.ecokit.ro,NaN,8,40.0,150.0,wood,30000.0,600.0
222,Home Modules,Home Modules SRL,"Strada Gării 21, Cluj-Napoca, 400267, Romania",https://homemodules.ro,NaN,5,30.0,150.0,wood,30000.0,800.0
223,MCCM Modular Construct,MCCM Modular Construct SRL,"Strada Mihai Bravu 325, București, 030303, Romania",https://mccmconstruct.ro,NaN,NaN,nan,nan,wood,nan,nan
224,Timber Frame & More,SC Timber Frame & More SRL,"Strada Principala 123, Satul de Vacanta, 123456, Romania",https://www.timberframeandmore.ro,NaN,5,50.0,150.0,wood,50000.0,800.0
225,Horus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,Green Homes Romania,Green Homes SRL,"Strada Serelor 11, București, 013812, Romania",https://greenhomes.ro,NaN,5,50.0,150.0,wood,30000.0,800.0
227,Doralnic,Doralnic SRL,"Strada Fabricii 1, Satu Mare, 440014, Romania",https://doralnic.ro,NaN,5,45.0,120.0,wood,30000.0,700.0
228,MembraWood,SC MembraWood SRL,"Strada Principala nr. 45, Sat Prejmer, Comuna Prejmer, 507165, Romania",https://www.membrawood.ro,NaN,5,40.0,150.0,wood,20000.0,750.0
229,Karmod Romania,NaN,NaN,https://karmod.ro,NaN,NaN,nan,nan,NaN,nan,nan
230,Case Calduroase,Case Calduroase SRL,"Strada Exemplu 123, Bucuresti, 010101, Romania",https://www.casecalduroase.ro,NaN,5,50.0,200.0,wood,45000.0,900.0
231,Prefabricate Vest,SC Prefabricate Vest SRL,"Strada Principală, Nr. 1, Biled, 307025, Romania",https://www.prefabricatevest.ro,NaN,5,50.0,150.0,concrete,25000.0,500.0
232,CasaDeVis,CasaDeVis SRL,"Strada Exemplu 123, București, 010101, Romania",https://www.casadevis.ro,NaN,7,35.0,150.0,wood,40000.0,900.0
233,Tehno World,Tehno World SRL,"Strada Iasomiei 6, Târgu Mureș, 540080, Romania",https://www.tehno-world.ro,NaN,5,45.0,150.0,wood,25000.0,500.0
234,Helios House,Helios House SRL,"Strada Fabricii 14, Cluj-Napoca, 400632, Romania",https://www.helioshouseromania.com,NaN,5,50.0,150.0,wood,35000.0,700.0
235,Case MEXI,Case MEXI SRL,"Strada Fabricii 4, Baia Mare, 430271, Romania",https://www.casemexi.ro,NaN,5,50.0,200.0,steel,30000.0,750.0
236,Konténerházak,Konténerházak Kft.,null,https://www.kontenerhazak.hu,NaN,NaN,nan,nan,steel,nan,nan
237,WOLF Haus,WOLF Haus Kft.,"Váci út 76, Budapest, 1133, Hungary",https://www.wolfhaus.hu,NaN,5,75.0,250.0,wood,80000.0,1200.0
238,Thermo-Block,Thermo-Block Kft.,"Pók utca 1-3, Budapest, 1036, Hungary",https://thermo-block.hu,NaN,5,50.0,200.0,concrete,50000.0,1000.0
239,Könnyűház,Könnyűház Kft.,"Example Street 56, Budapest, 1234, Hungary",https://www.konnyuhaz.hu,NaN,NaN,nan,nan,wood,nan,nan
240,HORIZONT Global House,HORIZONT Global House GmbH,"Industriestraße 16, 95359 Kasendorf, Germany",https://www.horizontglobalhouse.com,NaN,10,45.0,180.0,wood,50000.0,1500.0
241,EasyHome Kft.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,ECO Modul,ECO Modul Kft.,"Budapest, Hungary",https://www.ecomodul.hu,NaN,5,45.0,120.0,wood,50000.0,1200.0
243,Kerámiaház,Kerámiaház Kft.,null,https://www.keramiahaz.hu,NaN,NaN,nan,nan,composite,nan,nan
244,Haas Fertigbau,Haas Fertigbau Kft.,"Bajcsy-Zsilinszky út 108, 6500 Baja, Hungary",https://www.haasfahazak.hu,NaN,15,70.0,220.0,wood,85000.0,1600.0
245,Jövő-Ház Kft.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246,Mobilház Hungary,Mobilház Hungary Kft.,"Hungary, 8000 Székesfehérvár, Seregélyesi út 123",https://mobilhaz.co.hu,NaN,5,35.0,120.0,wood,25000.0,800.0
247,Europanel,Europanel Kft.,null,https://www.europanel.hu,NaN,NaN,nan,nan,composite,nan,nan
248,Ecocapsule,Ecocapsule s.r.o.,"Vajnorská 98, 831 04 Bratislava, Slovakia",https://www.ecocapsule.sk,NaN,1,8.2,8.2,composite,79900.0,9743.9
249,ForDom,ForDom s.r.o.,"Kukučínova 11, Zvolen, 960 01, Slovakia",https://www.fordom.sk,NaN,5,60.0,250.0,wood,50000.0,1200.0
250,Fertighaus WEISS,Fertighaus WEISS GmbH,"Rötelstraße 12, 74172 Neckarsulm, Germany",https://www.fertighausweiss.com,NaN,15,80.0,250.0,wood,150000.0,1800.0
251,Hoffmann,"Hoffmann, s.r.o.","Hlavná 123, 821 01 Bratislava, Slovakia",https://www.hoffmann.sk,NaN,5,60.0,150.0,wood,80000.0,1500.0
252,WIGO Slovakia,WIGO Slovakia s.r.o.,"Hviezdoslavova 25, 018 41 Dubnica nad Váhom, Slovak Republic",https://www.wigo.sk,NaN,5,60.0,200.0,wood,50000.0,1250.0
253,ModernConstruct,ModernConstruct s.r.o.,null,null,NaN,NaN,nan,nan,null,nan,nan
254,M-House,M-House s.r.o.,"Na Pántoch 18, Bratislava, 831 06, Slovakia",https://www.mhouse.sk,NaN,5,50.0,150.0,wood,50000.0,1200.0
255,Domesi,Domesi s.r.o.,"Hviezdoslavovo námestie 7, 811 02 Bratislava, Slovakia",https://www.domesi.sk,NaN,5,60.0,150.0,wood,120000.0,2000.0
256,Prodom,Prodom spol. s r.o.,"Rybničná 40, Bratislava, 831 06, Slovakia",https://www.prodom.sk,NaN,100,60.0,250.0,wood,50000.0,1200.0
257,Drevodom Rajec,"DREVODOM RAJEC, s.r.o.","Rajecká cesta 1335, Rajec, 01501, Slovakia",https://www.drevodom.sk,NaN,12,45.0,160.0,wood,32000.0,680.0
258,Karmod Bulgaria,Karmod Bulgaria Ltd.,"Bulevard Vitosha 90, Sofia 1463, Bulgaria",https://www.karmod.bg,NaN,10,30.0,150.0,steel,15000.0,500.0
259,Balkanstroy,Balkanstroy AD,"1 Gotse Delchev Blvd, Sofia, 1404, Bulgaria",https://www.balkanstroy.com,NaN,5,50.0,200.0,concrete,50000.0,1000.0
260,Ecomax,Ecomax Ltd.,"123 Industrial Zone, Sofia, 1000, Bulgaria",https://www.ecomaxbg.com,NaN,5,50.0,150.0,wood,25000.0,500.0
261,Ecoset,Ecoset Bulgaria Ltd.,"Bulgaria Blvd 18, Sofia, 1404, Bulgaria",https://ecoset.bg,NaN,5,50.0,200.0,wood,30000.0,600.0
262,EkoModul,EkoModul Ltd.,"4 Tsar Samuil Street, Sofia, 1000, Bulgaria",https://ekomodul.bg,NaN,5,50.0,150.0,wood,20000.0,400.0
263,Bulgarian Home,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264,Green Life Buildings,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265,EcoHouse,EcoHouse Ltd.,"123 Green Street, Sofia, 1000, Bulgaria",https://www.ecohouse.bg,NaN,5,50.0,200.0,wood,30000.0,600.0
266,Timber Construction Bulgaria,Timber Construction Bulgaria EOOD,"ul. Industrialna 1, 1000 Sofia, Bulgaria",https://timberconstruction.bg,NaN,5,60.0,200.0,wood,45000.0,1000.0
267,Bulgaria Modular,NaN,NaN,NaN,NaN,NaN,nan,nan,NaN,nan,nan
268,DOMUSplus,DOMUSplus d.o.o.,"Ilica 242, 10000 Zagreb, Croatia",https://www.domusplus.hr,NaN,5,50.0,150.0,wood,50000.0,1200.0
269,Modul d.o.o.,Modul d.o.o.,null,null,NaN,NaN,nan,nan,null,nan,nan
270,Promming,Promming d.o.o.,null,https://www.promming.hr,NaN,NaN,nan,nan,null,nan,nan
271,Kamgrad,KAMGRAD d.o.o.,"Zagrebačka cesta 143, 10000 Zagreb, Croatia",https://www.kamgrad.hr,NaN,NaN,nan,nan,NaN,nan,nan
272,Montažne kuće DLB,DLB Montažne kuće d.o.o.,"Naftaplinska 4, 40320 Donji Kraljevec, Croatia",https://www.montazne-kuce-dlb.hr,NaN,5,50.0,150.0,wood,50000.0,1000.0
273,Tehnomont,Tehnomont d.d.,"Ul. Prekomorskih brigada 12, 52100 Pula, Croatia",https://www.tehnomont.hr,NaN,NaN,nan,nan,NaN,nan,nan
274,Euromodul,Euromodul d.o.o.,"Kukuljanovo 182/2, 51227 Kukuljanovo, Croatia",https://www.euromodul.hr/,NaN,5,20.0,120.0,steel,15000.0,1000.0
275,Montažne kuće Krivaja,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276,Domprojekt,Domprojekt d.o.o.,"Ljubljanska avenija 4, 10000 Zagreb, Croatia",https://www.domprojekt.hr,NaN,15,50.0,200.0,wood,50000.0,1000.0
277,Wood Mar,WOOD MAR d.o.o.,"Vinogradska 3, 10450 Jastrebarsko, Croatia",https://woodmar.hr,NaN,5,60.0,200.0,wood,50000.0,1000.0
278,Monting,Monting d.o.o.,"Breznička 10, 42000 Varaždin, Croatia",https://www.monting.hr,NaN,5,60.0,200.0,wood,50000.0,1000.0
279,NIVETO d.o.o.,NaN,NaN,NaN,NaN,NaN,nan,nan,NaN,nan,nan
280,Histria Inženjering,Histria Inženjering d.o.o.,null,https://www.histria-inzenjering.hr,NaN,NaN,NaN,NaN,NaN,NaN,NaN
281,ECO-SISTEM,ECO-SISTEM d.o.o.,"Kralja Petra Krešimira IV 29, 40323 Prelog, Croatia",https://www.eco-sistem.hr,NaN,5,45.0,150.0,wood,50000.0,1200.0
282,Gradnja,Gradnja d.o.o. Pula,"Flavijevska 12, Pula, 52100, Croatia",https://www.gradnja.hr,NaN,5,50.0,200.0,wood,50000.0,1200.0
283,Riko Hiše,Riko Hiše d.o.o.,"Stara Loka 8a, 4220 Škofja Loka, Slovenia",https://www.riko-hise.si,NaN,5,50.0,250.0,wood,70000.0,1400.0
284,Jelovica Hiše,Jelovica Hiše d.o.o.,"Kidričeva cesta 53, 4220 Škofja Loka, Slovenia",https://www.jelovica-hise.si,NaN,12,45.0,220.0,wood,55000.0,1200.0
285,Marles Hiše,Marles hiše Maribor d.o.o.,"Streliška cesta 1, 2000 Maribor, Slovenia",https://www.marles.com,NaN,15,65.0,300.0,wood,80000.0,1200.0
286,Lumar,Lumar IG d.o.o.,"Limbuška cesta 32A, 2000 Maribor, Slovenia",https://www.lumar.si,NaN,15,50.0,250.0,wood,90000.0,1500.0
287,Kager Hiša,KAGER HIŠA d.o.o.,"Gaji 43, 1234 Mengeš, Slovenia",https://www.kager.si,NaN,10,60.0,300.0,wood,85000.0,1500.0
288,JUBHome,JUBHome d.o.o.,"Dol pri Ljubljani 28, 1262 Dol pri Ljubljani, Slovenia",https://www.jubhome.si,NaN,5,60.0,200.0,concrete,50000.0,1000.0
289,Rihter,Rihter d.o.o.,"Loke pri Žusmu 5, 3223 Loke pri Žusmu, Slovenia",https://www.rihter.si,NaN,15,50.0,250.0,wood,100000.0,1400.0
290,Lesoteka Hiše,Lesoteka Hiše d.o.o.,"Cesta v Prod 84, 1000 Ljubljana, Slovenia",https://www.lesotekahise.si/,NaN,8,60.0,200.0,wood,50000.0,1200.0
291,Kager Hiša,Kager Hiša d.o.o.,"Ulica bratov Babnik 10, 1000 Ljubljana, Slovenia",https://www.kager.si/,NaN,5,60.0,300.0,wood,100000.0,1600.0
292,Ekokoncept,Ekokoncept d.o.o.,"Cesta v Gorice 34, 1000 Ljubljana, Slovenia",https://www.ekokoncept.si,NaN,5,50.0,150.0,wood,50000.0,1000.0
293,Ekopaneli,NaN,NaN,NaN,NaN,NaN,nan,nan,NaN,nan,nan
294,Xella,Xella International GmbH,"Duesseldorfer Landstrasse 395, 47259 Duisburg, Germany",https://www.xella.com,NaN,NaN,nan,nan,concrete,nan,nan
295,Hiša Ekos,Hiša Ekos d.o.o.,"Ulica 1. maja 6, 1234 Ljubljana, Slovenia",https://www.hisaekos.si,NaN,5,50.0,150.0,wood,50000.0,1200.0
296,JSC Modular,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
297,Ryterna Modul,UAB Ryterna Modul,"Pramonės g. 12, Garliava, LT-53285 Kaunas, Lithuania",https://www.rmodul.com,NaN,6,20.0,120.0,steel,16000.0,1050.0
298,INHUS Prefab,UAB INHUS Prefab,"Kirtimų g. 57B, Vilnius, LT-02244, Lithuania",https://www.inhus.eu,NaN,5,50.0,200.0,concrete,50000.0,1000.0
299,UAB Baltijos Modul,NaN,NaN,NaN,NaN,NaN,nan,nan,NaN,nan,nan
300,Namas Modulis,UAB Namas Modulis,"Naugarduko g. 57, Vilnius 03201, Lithuania",https://www.namasmodulis.lt,NaN,5,45.0,120.0,wood,40000.0,1000.0
301,Ecococon,UAB Ecococon,"Lentvario g. 18, Vilnius, LT-02300, Lithuania",https://ecococon.eu,NaN,5,50.0,200.0,wood,50000.0,1000.0
302,Timber Cabins,UAB Timber Cabins,"Pramonės g. 12, Vilnius, LT-11111, Lithuania",https://www.timberscabins.lt,NaN,5,35.0,120.0,wood,25000.0,700.0
303,Prohaus,UAB Prohaus,"Gedimino pr. 45, Vilnius, 01109, Lithuania",https://www.prohaus.lt,NaN,5,45.0,150.0,wood,45000.0,950.0
304,Skydmedis,UAB Skydmedis,"Stoties g. 42, Siauliai, 76141, Lithuania",https://www.skydmedis.lt,NaN,8,60.0,150.0,wood,30000.0,500.0
305,Doleta,UAB Doleta,"Stoties g. 35, Alytus, 62123, Lithuania",https://www.doleta.lt,NaN,5,60.0,250.0,wood,50000.0,1200.0
306,Kodumaja,OÜ Kodumaja,"Raua 39, 51006 Tartu, Estonia",https://www.kodumaja.ee,NaN,10,50.0,200.0,wood,60000.0,1200.0
307,Forta Prefab,SIA Forta Prefab,"5 Lāčplēša iela, Rīga, LV-1011, Latvia",https://www.fortaprefab.lv,NaN,5,50.0,150.0,wood,50000.0,1000.0
308,ZTC,SIA ZTC,"Rūpniecības iela 1A, Jelgava, LV-3001, Latvia",https://ztc.lv,NaN,5,35.0,150.0,wood,45000.0,1200.0
309,Cross Timber Systems,SIA Cross Timber Systems,"123 Forest Lane, Riga, LV-1010, Latvia",https://www.crosstimbersystems.lv,NaN,5,50.0,200.0,cross-laminated timber,50000.0,1000.0
310,Eco House,Eco House Manufacturing SIA,"123 Green Street, Riga, LV-1010, Latvia",https://www.ecohouse.lv,NaN,8,45.0,180.0,wood,50000.0,1200.0
311,HUS.LV,SIA HUS.LV,"Dārza iela 3, Mārupe, LV-2167, Latvia",https://hus.lv,NaN,5,60.0,200.0,wood,50000.0,1200.0
312,Nordic Homes,Nordic Homes Ltd.,"Anniņmuižas bulvāris 43A, Rīga, LV-1067, Latvia",https://nordichomes.lv,NaN,5,35.0,150.0,wood,70000.0,1500.0
313,TimberART,SIA TimberART,"Lāčplēša iela 20, Riga, LV-1011, Latvia",https://www.timberart.lv,NaN,5,50.0,200.0,timber,50000.0,1000.0
314,Kodumaja,Kodumaja AS,"Võru tn 2, 51013 Tartu, Estonia",https://www.kodumaja.ee,NaN,10,50.0,200.0,wood,50000.0,1500.0
315,Akso-Haus,Akso-Haus OÜ,"Kesk tee 5, Kumna küla, Harku vald, Harju maakond, 76614, Estonia",https://aksohaus.ee,NaN,6,28.0,150.0,wood,40000.0,1500.0
316,Harmet,Harmet OÜ,"Linnuse 1, Kumna, 76614 Harjumaa, Estonia",https://www.harmet.ee,NaN,10,20.0,150.0,wood,15000.0,1200.0
317,Matek,Matek AS,"Allika tee 2, Saku, 75501, Estonia",https://www.matek.ee,NaN,10,60.0,200.0,wood,50000.0,1200.0
318,Q-haus,Q-haus Baltic OÜ,"Betooni 6, Tallinn, 11415, Estonia",https://www.qhaus.eu,NaN,10,25.0,200.0,wood,50000.0,1500.0
319,EstNor,EstNor OÜ,"Männiku tee 96, 11216 Tallinn, Estonia",https://www.estnor.ee,NaN,5,50.0,200.0,wood,50000.0,1000.0
320,Nordic Houses,Nordic Houses KT OÜ,"Võrtsjärve tee 5, Viljandi, 71024, Estonia",https://nordichouses.eu,NaN,7,30.0,200.0,wood,60000.0,1300.0
321,Timbeco,OÜ Timbeco Woodhouse,"Põrguvälja tee 25, Lehetu küla, Saue vald, 76402, Estonia",https://timbeco.ee,NaN,10,30.0,250.0,wood,50000.0,1200.0
322,KMT Prefab,KMT Prefab OÜ,"Tartu mnt 63, 10115 Tallinn, Estonia",https://www.kmtprefab.ee,NaN,5,50.0,150.0,wood,50000.0,1000.0
